Title,Content,Published At,Source,URL,Category,clean_text,message_channel,summary
🔮 Дайджест инвестпрогнозов:,"🔮 Дайджест инвестпрогнозов:

🔹  БКС Экспресс: Несмотря на потери рынка за месяц, выкуп глубокой просадки обнадеживает и предполагает техническое развитие индекса Мосбиржи вверх. Следующий ориентир на 3225 пунктах - это +2% от текущих.

🔹  Промсвязьбанк: Факторов для продолжения восстановления котировок рублевых гособлигаций на рынке пока нет.

🔹  Открывать спекулятивные позиции против рубля пока еще рискованно - ""Алор Брокер"".

🔹  Банк ""Русский Стандарт"": Вероятно укрепление рубля до 84-88 руб./$1 ввиду окончания периода налоговых платежей и сокращения балансирующих операций со стороны ЦБ.

🔹  Промсвязьбанк: Курс валютной пары юань/рубль может сместиться к более высоким уровням на текущей неделе - в район 12 рублей за юань. 

🔹  Фундаментально существенных изменений в картине котировок золота в настоящее время нет, говорится в материале ""Финама"".

🔹  Возобновление экспорта бензина в июле позитивно для вертикально интегрированных нефтяных компаний РФ, и в первую очередь для таких экспортеров, как ""Сургутнефтегаз"" , ""ЛУКОЙЛ"" , ""Газпром нефть"" и ""Роснефть"" , считают в Альфа-банке.

🔹  Индексация регулируемых энерготарифов позволит ряду генерирующих компаний РФ повысить прибыли и, как следствие, дивидендные выплаты, полагают в ""БКС Мир инвестиции"".

🔹  Финам"" открыл торговую идею ""покупать акции АФК ""Система"" с целью 27 рублей за штуку"" с горизонтом инвестирования 3-4 недели. Цена входа: текущая рыночная, потенциальная доходность: 13,56%, стоп-приказ: 22,62 рубля.

🔹  Аналитики сервиса Газпромбанк Инвестиции положительно оценивает перспективы индекса Мосбиржи на горизонте двух лет, несмотря на трансформацию налоговой системы и рост процентных ставок.

🔹  ""БКС Мир инвестиций"" (""БКС МИ"") пока сохраняет нейтральную оценку российского рынка акций из-за повышенных геополитических рисков.

🔹  ""Велес Капитал"" сохраняет рекомендацию ""покупать"" для акций ""Ренессанс страхование"" с прогнозной стоимостью 134 рубля за штуку, что предполагает потенциал роста 37% от текущего уровня.

#экспертыотмечают #прогноз
@ifax_go",2024-07-01T14:29:13+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11802,экономика,дайджест инвестпрогнозов бкс экспресс несмотря потери рынка месяц выкуп глубокой просадки обнадеживает предполагает техническое развитие индекса мосбиржи вверх следующий ориентир 3225 пунктах это 2 текущих промсвязьбанк факторов продолжения восстановления котировок рублевых гособлигаций рынке пока открывать спекулятивные позиции против рубля пока рискованно алор брокер банк русский стандарт вероятно укрепление рубля 8488 руб1 ввиду окончания периода налоговых платежей сокращения балансирующих операций стороны цб промсвязьбанк курс валютной пары юаньрубль сместиться высоким уровням текущей неделе район 12 рублей юань фундаментально существенных изменений картине котировок золота настоящее время говорится материале финама возобновление экспорта бензина июле позитивно вертикально интегрированных нефтяных компаний рф первую очередь таких экспортеров сургутнефтегаз лукойл газпром нефть роснефть считают альфабанке индексация регулируемых энерготарифов позволит ряду генерирующих компаний рф повысить прибыли следствие дивидендные выплаты полагают бкс мир инвестиции финам открыл торговую идею покупать акции афк система целью 27 рублей штуку горизонтом инвестирования 34 недели цена входа текущая рыночная потенциальная доходность 1356 стопприказ 2262 рубля аналитики сервиса газпромбанк инвестиции положительно оценивает перспективы индекса мосбиржи горизонте двух лет несмотря трансформацию налоговой системы рост процентных ставок бкс мир инвестиций бкс ми пока сохраняет нейтральную оценку российского рынка акций изза повышенных геополитических рисков велес капитал сохраняет рекомендацию покупать акций ренессанс страхование прогнозной стоимостью 134 рубля штуку предполагает потенциал роста 37 текущего уровня экспертыотмечают прогноз ifaxgo,дайджест инвестпрогнозов бкс экспресс несмотря потери рынка месяц выкуп глубокой просадки обнадеживает предполагает техническое развитие индекса мосбиржи вверх следующий ориентир 3225 пунктах это 2 текущих промсвязьбанк факторов продолжения восстановления котировок рублевых гособлигаций рынке пока открывать спекулятивные позиции против рубля пока рискованно алор брокер банк русский стандарт вероятно укрепление рубля 8488 руб1 ввиду окончания периода налоговых платежей сокращения балансирующих операций стороны цб промсвязьбанк курс валютной пары юаньрубль сместиться высоким уровням текущей неделе район 12 рублей юань фундаментально существенных изменений картине котировок золота настоящее время говорится материале финама возобновление экспорта бензина июле позитивно вертикально интегрированных нефтяных компаний рф первую очередь таких экспортеров сургутнефтегаз лукойл газпром нефть роснефть считают альфабанке индексация регулируемых энерготарифов позволит ряду генерирующих компаний рф повысить прибыли следствие дивидендные выплаты полагают бкс мир инвестиции финам открыл торговую идею покупать акции афк система целью 27 рублей штуку горизонтом инвестирования 34 недели цена входа текущая рыночная потенциальная доходность 1356 стопприказ 2262 рубля аналитики сервиса газпромбанк инвестиции положительно оценивает перспективы индекса мосбиржи горизонте двух лет несмотря трансформацию налоговой системы рост процентных ставок бкс мир инвестиций бкс ми пока сохраняет нейтральную оценку российского рынка акций изза повышенных геополитических рисков велес капитал сохраняет рекомендацию покупать акций ренессанс страхование прогнозной стоимостью 134 рубля штуку предполагает потенциал роста 37 текущего уровня экспертыотмечают прогноз ifaxgo Интерфакс. Рынки,"Эксперты отмечают, что в России наблюдается рост цен на нефть и газ, что может привести к росту цен на товары и услуги."
"Индекс деловой активности в производственном секторе США (ISM Manufacturing) в июне опустился до 48,5 пункта с 48,7 пункта в мае, говорится в сообщении Института управления поставками (ISM).","Индекс деловой активности в производственном секторе США (ISM Manufacturing) в июне опустился до 48,5 пункта с 48,7 пункта в мае, говорится в сообщении Института управления поставками (ISM).

Консенсус-прогноз аналитиков, который приводит Trading Economics, предполагал повышение индекса до 49,1 пункта.

Значение индикатора ниже 50 пунктов говорит о спаде активности в секторе. 

@ifax_go",2024-07-01T14:25:28+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11801,экономика,индекс деловой активности производственном секторе сша ism manufacturing июне опустился 485 пункта 487 пункта мае говорится сообщении института управления поставками ism консенсуспрогноз аналитиков который приводит trading economics предполагал повышение индекса 491 пункта значение индикатора ниже 50 пунктов говорит спаде активности секторе ifaxgo,индекс деловой активности производственном секторе сша ism manufacturing июне опустился 485 пункта 487 пункта мае говорится сообщении института управления поставками ism консенсуспрогноз аналитиков который приводит trading economics предполагал повышение индекса 491 пункта значение индикатора ниже 50 пунктов говорит спаде активности секторе ifaxgo Интерфакс. Рынки,"Индекс деловой активности в производственном секторе США снизился до 48,5 пункта"
К новостям санкций - Европа на 27% увеличила импорт российского трубопроводного газа.,"К новостям санкций - Европа на 27% увеличила импорт российского трубопроводного газа.

За 6 месяцев 2024 года, ЕС импортировали 15,4 млрд кубометров газа - на 27% больше чем в 2023 году. Основной рост пришелся на Турецкий поток - в то время как рост прокачки через Украину составил 11%, объемы Турецкого потока выросли в 1,5 раза. 

Пока Украина планирует отказаться от транзита газа из России, Турция наращивает позиции - страна готова стать главным хабом переправки ресурсов в ЕС.",2024-07-02T13:12:01+00:00,КБ. экономика,https://t.me/cb_economics/3864,экономика,новостям санкций европа 27 увеличила импорт российского трубопроводного газа 6 месяцев 2024 года ес импортировали 154 млрд кубометров газа 27 2023 году основной рост пришелся турецкий поток время рост прокачки украину составил 11 объемы турецкого потока выросли 15 раза пока украина планирует отказаться транзита газа россии турция наращивает позиции страна готова стать главным хабом переправки ресурсов ес,новостям санкций европа 27 увеличила импорт российского трубопроводного газа 6 месяцев 2024 года ес импортировали 154 млрд кубометров газа 27 2023 году основной рост пришелся турецкий поток время рост прокачки украину составил 11 объемы турецкого потока выросли 15 раза пока украина планирует отказаться транзита газа россии турция наращивает позиции страна готова стать главным хабом переправки ресурсов ес КБ. экономика,ЕС увеличил импорт российского газа из-за санкций
Всемирный Банк: Объем денежных переводов в Европу и Центральную Азию в 2023 году сократился на 10%.,"Всемирный Банк: Объем денежных переводов в Европу и Центральную Азию в 2023 году сократился на 10%.

Динамику в Азии ВБ связал с сокращением трудовой миграции из Центральной Азии в Россию - доля РФ в структуре денежных переводов снизилась с 87 до 78 процентов в Узбекистане, с 47 до 37 процентов в Грузии, с 83 до 63 процентов в Азербайджане и с 95 до 94 процентов в Киргизии. Параллельно, россияне стали чаще переводить деньги в Албанию, Болгарию и Турцию.

А вот в ЕС стали отправлять гораздо меньше, как и жители других регионов. ВБ отмечает замедление притока квалифицированных мигрантов и удаленщиков в ЕС - они все чаще выбирают Восточную Азию и другие части планеты.",2024-07-02T12:12:01+00:00,КБ. экономика,https://t.me/cb_economics/3863,экономика,всемирный банк объем денежных переводов европу центральную азию 2023 году сократился 10 динамику азии вб связал сокращением трудовой миграции центральной азии россию доля рф структуре денежных переводов снизилась 87 78 процентов узбекистане 47 37 процентов грузии 83 63 процентов азербайджане 95 94 процентов киргизии параллельно россияне стали чаще переводить деньги албанию болгарию турцию ес стали отправлять гораздо меньше жители других регионов вб отмечает замедление притока квалифицированных мигрантов удаленщиков ес чаще выбирают восточную азию другие части планеты,всемирный банк объем денежных переводов европу центральную азию 2023 году сократился 10 динамику азии вб связал сокращением трудовой миграции центральной азии россию доля рф структуре денежных переводов снизилась 87 78 процентов узбекистане 47 37 процентов грузии 83 63 процентов азербайджане 95 94 процентов киргизии параллельно россияне стали чаще переводить деньги албанию болгарию турцию ес стали отправлять гораздо меньше жители других регионов вб отмечает замедление притока квалифицированных мигрантов удаленщиков ес чаще выбирают восточную азию другие части планеты КБ. экономика,Объем денежных переводов в Европу и Центральную Азию сократился на 10%
"Сбер сохранил условия по самому популярному вкладу, который в июне открыло около 1 миллиона человек. Банк предлагает до 18% годовых по вкладу «Лучший %». Акция действует на вклад сроком в 6 или 7 месяцев.","Сбер сохранил условия по самому популярному вкладу, который в июне открыло около 1 миллиона человек. Банк предлагает до 18% годовых по вкладу «Лучший %». Акция действует на вклад сроком в 6 или 7 месяцев.

Предложением можно воспользоваться через приложение СберБанка или в отделении, положив на депозит деньги, которые раньше хранились в других банках или дома под подушкой. Для открытия вклада можно воспользоваться бесплатными переводами до 30 млн руб. в месяц со своих счетов и карт в других банках – по номеру счета или через СБП.",2024-07-02T11:12:02+00:00,КБ. экономика,https://t.me/cb_economics/3862,экономика,сбер сохранил условия самому популярному вкладу который июне открыло около 1 миллиона человек банк предлагает 18 годовых вкладу лучший акция действует вклад сроком 6 7 месяцев предложением воспользоваться приложение сбербанка отделении положив депозит деньги которые раньше хранились других банках дома подушкой открытия вклада воспользоваться бесплатными переводами 30 млн руб месяц своих счетов карт других банках номеру счета сбп,сбер сохранил условия самому популярному вкладу который июне открыло около 1 миллиона человек банк предлагает 18 годовых вкладу лучший акция действует вклад сроком 6 7 месяцев предложением воспользоваться приложение сбербанка отделении положив депозит деньги которые раньше хранились других банках дома подушкой открытия вклада воспользоваться бесплатными переводами 30 млн руб месяц своих счетов карт других банках номеру счета сбп КБ. экономика,Сбер сохранил условия по самому популярному вкладу
Акции компаний украинских олигархов Коломойского и Порошенко переданы в доход России.,"Акции компаний украинских олигархов Коломойского и Порошенко переданы в доход России.

503 объекта недвижимости Коломойского и должников по его делу переданы в доход страны. Как и акции ООО «Южгазэнерджи» и ООО «Кейтеринг-ЮГ». 

В случае с Порошенко, в доход государства отправились акции АО 'Липецкая кондитерская фабрика „Рошен“, ПАО „Уральский завод авто-текстильных изделий“ и АО „Завод фрикционных и термостойких материалов“.

В обоих случаях причина - экстремизм.",2024-07-02T10:12:01+00:00,КБ. экономика,https://t.me/cb_economics/3861,экономика,акции компаний украинских олигархов коломойского порошенко переданы доход россии 503 объекта недвижимости коломойского должников делу переданы доход страны акции ооо южгазэнерджи ооо кейтерингюг случае порошенко доход государства отправились акции ао липецкая кондитерская фабрика рошен пао уральский завод автотекстильных изделий ао завод фрикционных термостойких материалов обоих случаях причина экстремизм,акции компаний украинских олигархов коломойского порошенко переданы доход россии 503 объекта недвижимости коломойского должников делу переданы доход страны акции ооо южгазэнерджи ооо кейтерингюг случае порошенко доход государства отправились акции ао липецкая кондитерская фабрика рошен пао уральский завод автотекстильных изделий ао завод фрикционных термостойких материалов обоих случаях причина экстремизм КБ. экономика,В России конфискуют имущество олигархов за экстремизм
"Так работает рынок недвижимости в Сочи, почти все объявления на авито - фейк, чтобы получить клиента, а честные риелторы, который выкладывали настоящие цены - обанкротились.","Так работает рынок недвижимости в Сочи, почти все объявления на авито - фейк, чтобы получить клиента, а честные риелторы, который выкладывали настоящие цены - обанкротились.",2024-07-02T09:12:04+00:00,КБ. экономика,https://t.me/cb_economics/3860,экономика,работает рынок недвижимости сочи объявления авито фейк получить клиента честные риелторы который выкладывали настоящие цены обанкротились,работает рынок недвижимости сочи объявления авито фейк получить клиента честные риелторы который выкладывали настоящие цены обанкротились КБ. экономика,рынок недвижимости Сочи работает по мошенническим схемам
Всемирный банк перевел Россию в категорию стран с высокими доходами населения,"Всемирный банк перевел Россию в категорию стран с высокими доходами населения

«Экономическая активность в России была обусловлена значительным ростом активности, связанной с ВПК, в 2023 году, также рост был обусловлен восстановлением торговли (+6,8%), финансового сектора (+8,7%) и строительства (+6,6%). Эти факторы привели к росту как реального (3,6%), так и номинального (10,9%) ВВП, а валовый национальный доход России на душу населения вырос на 11,2%»

В категорию с высокими доходами также перешли Болгария и Палау. Алжир, Иран, Монголия и Украина перешли из категории стран с доходом ниже среднего в категорию стран с доходом выше среднего.",2024-07-02T08:12:04+00:00,КБ. экономика,https://t.me/cb_economics/3859,экономика,всемирный банк перевел россию категорию стран высокими доходами населения экономическая активность россии обусловлена значительным ростом активности связанной впк 2023 году также рост обусловлен восстановлением торговли 68 финансового сектора 87 строительства 66 факторы привели росту реального 36 номинального 109 ввп валовый национальный доход россии душу населения вырос 112 категорию высокими доходами также перешли болгария палау алжир иран монголия украина перешли категории стран доходом ниже среднего категорию стран доходом выше среднего,всемирный банк перевел россию категорию стран высокими доходами населения экономическая активность россии обусловлена значительным ростом активности связанной впк 2023 году также рост обусловлен восстановлением торговли 68 финансового сектора 87 строительства 66 факторы привели росту реального 36 номинального 109 ввп валовый национальный доход россии душу населения вырос 112 категорию высокими доходами также перешли болгария палау алжир иран монголия украина перешли категории стран доходом ниже среднего категорию стран доходом выше среднего КБ. экономика,Всемирный банк перевел Россию в категорию стран с высокими доходами населения
"Курьер-мигрант, рассказал, что зарабатывает боле 200 тысяч рублей в месяц, на пике было 280 тысяч и копит на свое дело, как накопит — уедет на родину и откроет шашлычную там.","Курьер-мигрант, рассказал, что зарабатывает боле 200 тысяч рублей в месяц, на пике было 280 тысяч и копит на свое дело, как накопит — уедет на родину и откроет шашлычную там.",2024-07-02T07:12:04+00:00,КБ. экономика,https://t.me/cb_economics/3858,экономика,курьермигрант рассказал зарабатывает боле 200 тысяч рублей месяц пике 280 тысяч копит свое дело накопит уедет родину откроет шашлычную,курьермигрант рассказал зарабатывает боле 200 тысяч рублей месяц пике 280 тысяч копит свое дело накопит уедет родину откроет шашлычную КБ. экономика,Курьер-мигрант зарабатывает больше 200 тысяч рублей в месяц
"После атаки ВСУ ракетами на пляже Севастополя, Россияне отменят отдых в Крыму, спад продаж туров в Крым составляет 20-30%.","После атаки ВСУ ракетами на пляже Севастополя, Россияне отменят отдых в Крыму, спад продаж туров в Крым составляет 20-30%.",2024-07-02T06:12:04+00:00,КБ. экономика,https://t.me/cb_economics/3857,экономика,атаки всу ракетами пляже севастополя россияне отменят отдых крыму спад продаж туров крым составляет 2030,атаки всу ракетами пляже севастополя россияне отменят отдых крыму спад продаж туров крым составляет 2030 КБ. экономика,После атаки ВСУ на пляже Севастополя россияне отменят отдых в Крыму
"На фоне провальных дебатов Трампа и Байдена, и разговоров о том, что демократы заменят Байдена на выборах, в Х вспоминают пророческий твит Джона Макафи.","На фоне провальных дебатов Трампа и Байдена, и разговоров о том, что демократы заменят Байдена на выборах, в Х вспоминают пророческий твит Джона Макафи.

Он в 2020 году обещал что ""в сентябре, демократы уберут Байдена и вы никогда не поверите на кого его заменят без народного голосования"".

Для тех кто не в курсе, Джон Макафи это не только основатель McAfee, но и человек с бурной жизнью - он дважды пытался пойти в президенты США и сталкивался с кучей палок в колеса. А под конец жизни, начал выдавать инсайды о мировом правительстве и предупреждал что не планирует сводить счеты с жизнью.

Джон Макафи умер в тюрьме за несколько часов до решения суда по экстрадиции в США. Вердикт медицинской комиссии - ""свел счеты с жизнью"".",2024-07-02T05:12:01+00:00,КБ. экономика,https://t.me/cb_economics/3856,мода,фоне провальных дебатов трампа байдена разговоров демократы заменят байдена выборах х вспоминают пророческий твит джона макафи 2020 году обещал сентябре демократы уберут байдена поверите кого заменят народного голосования тех курсе джон макафи это основатель mcafee человек бурной жизнью дважды пытался пойти президенты сша сталкивался кучей палок колеса конец жизни начал выдавать инсайды мировом правительстве предупреждал планирует сводить счеты жизнью джон макафи умер тюрьме несколько часов решения суда экстрадиции сша вердикт медицинской комиссии свел счеты жизнью,фоне провальных дебатов трампа байдена разговоров демократы заменят байдена выборах х вспоминают пророческий твит джона макафи 2020 году обещал сентябре демократы уберут байдена поверите кого заменят народного голосования тех курсе джон макафи это основатель mcafee человек бурной жизнью дважды пытался пойти президенты сша сталкивался кучей палок колеса конец жизни начал выдавать инсайды мировом правительстве предупреждал планирует сводить счеты жизнью джон макафи умер тюрьме несколько часов решения суда экстрадиции сша вердикт медицинской комиссии свел счеты жизнью КБ. экономика,Джон Макафи предсказал замену Байдена демократами на выборах
"После завершения программы льготного кредитования на покупку жилья — рекомендуемая ставка по ипотеки от 18%, для одобрения ипотечного кредита  рекомендуемая зарплата в Москве должна быть не менее 233,9 тысяч в  Питер — не менее Р164,8 тысяч, в остальных  крупных регионах — от 74 тысяч.","После завершения программы льготного кредитования на покупку жилья — рекомендуемая ставка по ипотеки от 18%, для одобрения ипотечного кредита  рекомендуемая зарплата в Москве должна быть не менее 233,9 тысяч в  Питер — не менее Р164,8 тысяч, в остальных  крупных регионах — от 74 тысяч.

Новое жилье становится максимально недоступным в новой истории России.",2024-07-02T04:39:56+00:00,КБ. экономика,https://t.me/cb_economics/3855,экономика,завершения программы льготного кредитования покупку жилья рекомендуемая ставка ипотеки 18 одобрения ипотечного кредита рекомендуемая зарплата москве должна менее 2339 тысяч питер менее р1648 тысяч остальных крупных регионах 74 тысяч новое жилье становится максимально недоступным новой истории россии,завершения программы льготного кредитования покупку жилья рекомендуемая ставка ипотеки 18 одобрения ипотечного кредита рекомендуемая зарплата москве должна менее 2339 тысяч питер менее р1648 тысяч остальных крупных регионах 74 тысяч новое жилье становится максимально недоступным новой истории россии КБ. экономика,"Ставка по ипотеке растет, а доступное жилье становится недоступным"
"Комедия в двух актах - Украина и ЕС недавно продлили ""транспортный безвиз"", позволявший украинским дальнобойщикам без специальных документов передвигаться по ЕС. Соглашение действует до конца 2025 года.","Комедия в двух актах - Украина и ЕС недавно продлили ""транспортный безвиз"", позволявший украинским дальнобойщикам без специальных документов передвигаться по ЕС. Соглашение действует до конца 2025 года.

Верней действовало. Сегодня Польша запретила пропуск украинских грузовиков не имеющих специальных документов, пропусков и разрешений на международные перевозки. Причины не называются но это очевидно мера для защиты собственных фермеров и бизнесменов от контрабанды и демпинга цен.",2024-07-01T20:12:01+00:00,КБ. экономика,https://t.me/cb_economics/3853,экономика,комедия двух актах украина ес недавно продлили транспортный безвиз позволявший украинским дальнобойщикам специальных документов передвигаться ес соглашение действует конца 2025 года верней действовало сегодня польша запретила пропуск украинских грузовиков имеющих специальных документов пропусков разрешений международные перевозки причины называются это очевидно мера защиты собственных фермеров бизнесменов контрабанды демпинга цен,комедия двух актах украина ес недавно продлили транспортный безвиз позволявший украинским дальнобойщикам специальных документов передвигаться ес соглашение действует конца 2025 года верней действовало сегодня польша запретила пропуск украинских грузовиков имеющих специальных документов пропусков разрешений международные перевозки причины называются это очевидно мера защиты собственных фермеров бизнесменов контрабанды демпинга цен КБ. экономика,Польша запретила пропуск украинских грузовиков без документов
