Title,Content,Published At,Source,URL,Category,clean_text,message_channel
"В России появится единый QR‑код для оплаты покупок. «Сбер», Альфа‑банк и Т‑Банк 27 июня договорились о создании консорциума для запуска единого QR в качестве альтернативы НСПК, пишут «Известия». Во встрече в штаб‑квартире Альфа‑банка приняли участие более 20 крупных игроков.","В России появится единый QR‑код для оплаты покупок. «Сбер», Альфа‑банк и Т‑Банк 27 июня договорились о создании консорциума для запуска единого QR в качестве альтернативы НСПК, пишут «Известия». Во встрече в штаб‑квартире Альфа‑банка приняли участие более 20 крупных игроков.

#финансы #сервисы",2024-06-28T10:54:01+00:00,Хабр Новости,https://t.me/habr_com_news/28965,экономика,россии появится единый qrкод оплаты покупок сбер альфабанк тбанк <NUM> июня договорились создании консорциума запуска единого qr качестве альтернативы нспк пишут известия встрече штабквартире альфабанка приняли участие <NUM> крупных игроков финансы сервисы,россии появится единый qrкод оплаты покупок сбер альфабанк тбанк <NUM> июня договорились создании консорциума запуска единого qr качестве альтернативы нспк пишут известия встрече штабквартире альфабанка приняли участие <NUM> крупных игроков финансы сервисы Хабр Новости
YouTube работает над новыми планами для своих подписок Premium. Также компания расширит действие существующих предложений на большее количество регионов. ,"YouTube работает над новыми планами для своих подписок Premium. Также компания расширит действие существующих предложений на большее количество регионов. 

#YouTube #финансы #сервисы",2024-06-28T10:43:37+00:00,Хабр Новости,https://t.me/habr_com_news/28964,технологии,youtube работает новыми планами своих подписок premium также компания расширит действие существующих предложений большее количество регионов youtube финансы сервисы,youtube работает новыми планами своих подписок premium также компания расширит действие существующих предложений большее количество регионов youtube финансы сервисы Хабр Новости
"Российские разработчики из компании Rteam представили сервис «Платформа», который позиционируется как аналог видеохостинга YouTube. Презентация прошла в медиацентре Регионального общественного центра интернет‑технологий, передаёт корреспондент ТАСС.","Российские разработчики из компании Rteam представили сервис «Платформа», который позиционируется как аналог видеохостинга YouTube. Презентация прошла в медиацентре Регионального общественного центра интернет‑технологий, передаёт корреспондент ТАСС.

#сервисы",2024-06-28T10:30:13+00:00,Хабр Новости,https://t.me/habr_com_news/28963,технологии,российские разработчики компании rteam представили сервис платформа который позиционируется аналог видеохостинга youtube презентация прошла медиацентре регионального общественного центра интернеттехнологий передаёт корреспондент тасс сервисы,российские разработчики компании rteam представили сервис платформа который позиционируется аналог видеохостинга youtube презентация прошла медиацентре регионального общественного центра интернеттехнологий передаёт корреспондент тасс сервисы Хабр Новости
"«Яндекс» сообщил Хабру, что компания провела в Алматы фестиваль технологий Yandex Qazaqstan Day, где представила сервис «Нейро» для Казахстана спустя два с половиной месяца после релиза в России.","«Яндекс» сообщил Хабру, что компания провела в Алматы фестиваль технологий Yandex Qazaqstan Day, где представила сервис «Нейро» для Казахстана спустя два с половиной месяца после релиза в России.

#Яндекс #сервисы #нейросети",2024-06-28T10:20:12+00:00,Хабр Новости,https://t.me/habr_com_news/28962,технологии,яндекс сообщил хабру компания провела алматы фестиваль технологий yandex qazaqstan day представила сервис нейро казахстана спустя половиной месяца релиза россии яндекс сервисы нейросети,яндекс сообщил хабру компания провела алматы фестиваль технологий yandex qazaqstan day представила сервис нейро казахстана спустя половиной месяца релиза россии яндекс сервисы нейросети Хабр Новости
"НАСА дало указание девяти астронавтам на Международной космической станции укрыться на борту корабля Boeing Starliner из-за обломков российского спутника, которые обнаружили вокруг станции 26 июня.","НАСА дало указание девяти астронавтам на Международной космической станции укрыться на борту корабля Boeing Starliner из-за обломков российского спутника, которые обнаружили вокруг станции 26 июня.

#космос #ТехническиеШоколадки",2024-06-28T10:10:04+00:00,Хабр Новости,https://t.me/habr_com_news/28961,чрезвычайные происшествия,наса дало указание девяти астронавтам международной космической станции укрыться борту корабля boeing starliner изза обломков российского спутника которые обнаружили вокруг станции <NUM> июня космос техническиешоколадки,наса дало указание девяти астронавтам международной космической станции укрыться борту корабля boeing starliner изза обломков российского спутника которые обнаружили вокруг станции <NUM> июня космос техническиешоколадки Хабр Новости
"Исследователи из Редингского университета сгенерировали ответы экзамена по психологии при помощи ChatGPT на базе GPT-4 и отправили их своим коллегам, которые смогли определить только одну из 33 тестовых работ как созданную ИИ. В некоторых случаях работы ИИ получили более высокие оценки, чем реальные студенты.","Исследователи из Редингского университета сгенерировали ответы экзамена по психологии при помощи ChatGPT на базе GPT-4 и отправили их своим коллегам, которые смогли определить только одну из 33 тестовых работ как созданную ИИ. В некоторых случаях работы ИИ получили более высокие оценки, чем реальные студенты.

#ИскИн #образование",2024-06-28T10:00:20+00:00,Хабр Новости,https://t.me/habr_com_news/28960,образование,исследователи редингского университета сгенерировали ответы экзамена психологии помощи chatgpt базе gpt<NUM> отправили своим коллегам которые смогли определить одну <NUM> тестовых работ созданную ии некоторых случаях работы ии получили высокие оценки реальные студенты искин образование,исследователи редингского университета сгенерировали ответы экзамена психологии помощи chatgpt базе gpt<NUM> отправили своим коллегам которые смогли определить одну <NUM> тестовых работ созданную ии некоторых случаях работы ии получили высокие оценки реальные студенты искин образование Хабр Новости
"Исследователи Columbia Engineering разработали инструмент под названием DIVID для обнаружения видео, созданного искусственным интеллектом. Он достиг точности обнаружения до 93,7% для видео из эталонного набора данных, включающего ролики от Stable Vision Diffusion, Sora, Pika и Gen-2.","Исследователи Columbia Engineering разработали инструмент под названием DIVID для обнаружения видео, созданного искусственным интеллектом. Он достиг точности обнаружения до 93,7% для видео из эталонного набора данных, включающего ролики от Stable Vision Diffusion, Sora, Pika и Gen-2.

#ИскИн",2024-06-28T09:50:04+00:00,Хабр Новости,https://t.me/habr_com_news/28959,технологии,исследователи columbia engineering разработали инструмент названием divid обнаружения видео созданного искусственным интеллектом достиг точности обнаружения <NUM> видео эталонного набора данных включающего ролики stable vision diffusion sora pika gen<NUM> искин,исследователи columbia engineering разработали инструмент названием divid обнаружения видео созданного искусственным интеллектом достиг точности обнаружения <NUM> видео эталонного набора данных включающего ролики stable vision diffusion sora pika gen<NUM> искин Хабр Новости
"ГК «Аквариус» совместно с российским разработчиком софта Wimark systems до конца 2024 года запустит в Твери производство точек Wi‑Fi‑доступа, рассказали «Ъ» в компании. Инвестиции двух компаний в проект составят 1 млрд рублей, в первый год функционирования производства ожидается выпуск около 10 тыс. устройств. В феврале глава ГК «Аквариус» Алексей Калинин выкупил 20% Wimark systems, сообщал Cnews.","ГК «Аквариус» совместно с российским разработчиком софта Wimark systems до конца 2024 года запустит в Твери производство точек Wi‑Fi‑доступа, рассказали «Ъ» в компании. Инвестиции двух компаний в проект составят 1 млрд рублей, в первый год функционирования производства ожидается выпуск около 10 тыс. устройств. В феврале глава ГК «Аквариус» Алексей Калинин выкупил 20% Wimark systems, сообщал Cnews.

#производство #импортозамещение #оборудование",2024-06-28T09:40:00+00:00,Хабр Новости,https://t.me/habr_com_news/28958,технологии,гк аквариус совместно российским разработчиком софта wimark system конца <NUM> года запустит твери производство точек wifiдоступа рассказали ъ компании инвестиции двух компаний проект составят <NUM> млрд рублей первый год функционирования производства ожидается выпуск около <NUM> тыс устройств феврале глава гк аквариус алексей калинин выкупил <NUM> wimark system сообщал cnews производство импортозамещение оборудование,гк аквариус совместно российским разработчиком софта wimark system конца <NUM> года запустит твери производство точек wifiдоступа рассказали ъ компании инвестиции двух компаний проект составят <NUM> млрд рублей первый год функционирования производства ожидается выпуск около <NUM> тыс устройств феврале глава гк аквариус алексей калинин выкупил <NUM> wimark system сообщал cnews производство импортозамещение оборудование Хабр Новости
"Последние шерстистые мамонты на Земле отошли на свои последние рубежи на отдалённом арктическом острове около 4 000 лет назад, но вопрос о том, что стало причиной их гибели, до сих пор остаётся загадкой. Теперь генетический анализ позволяет предположить, что виной тому было неординарное событие, такое как сильный шторм или чума.","Последние шерстистые мамонты на Земле отошли на свои последние рубежи на отдалённом арктическом острове около 4 000 лет назад, но вопрос о том, что стало причиной их гибели, до сих пор остаётся загадкой. Теперь генетический анализ позволяет предположить, что виной тому было неординарное событие, такое как сильный шторм или чума.

#наука",2024-06-28T09:30:01+00:00,Хабр Новости,https://t.me/habr_com_news/28957,чрезвычайные происшествия,последние шерстистые мамонты земле отошли свои последние рубежи отдалённом арктическом острове около <NUM> <NUM> лет назад вопрос стало причиной гибели сих пор остаётся загадкой генетический анализ позволяет предположить виной тому неординарное событие такое сильный шторм чума наука,последние шерстистые мамонты земле отошли свои последние рубежи отдалённом арктическом острове около <NUM> <NUM> лет назад вопрос стало причиной гибели сих пор остаётся загадкой генетический анализ позволяет предположить виной тому неординарное событие такое сильный шторм чума наука Хабр Новости
"Google объявила обладателей своей премии для разработчиков Open Source Peer Bonus, присуждаемой контрибуторам и программистам за вклад в развитие открытых проектов.","Google объявила обладателей своей премии для разработчиков Open Source Peer Bonus, присуждаемой контрибуторам и программистам за вклад в развитие открытых проектов.

#Google #разработка #конкурс",2024-06-28T09:20:07+00:00,Хабр Новости,https://t.me/habr_com_news/28956,технологии,google объявила обладателей своей премии разработчиков open source peer bonus присуждаемой контрибуторам программистам вклад развитие открытых проектов google разработка конкурс,google объявила обладателей своей премии разработчиков open source peer bonus присуждаемой контрибуторам программистам вклад развитие открытых проектов google разработка конкурс Хабр Новости
"Пару дней назад Microsoft выпустила обновление KB5039302 для Windows 11, не связанное с безопасностью. Однако установка патча приводит к нестабильной работе ПК и вызывает бесконечные циклы перезагрузки.","Пару дней назад Microsoft выпустила обновление KB5039302 для Windows 11, не связанное с безопасностью. Однако установка патча приводит к нестабильной работе ПК и вызывает бесконечные циклы перезагрузки.

#ОС #ТехническиеШоколадки",2024-06-28T09:10:04+00:00,Хабр Новости,https://t.me/habr_com_news/28955,технологии,пару дней назад microsoft выпустила обновление kb<NUM> window <NUM> связанное безопасностью однако установка патча приводит нестабильной работе пк вызывает бесконечные циклы перезагрузки ос техническиешоколадки,пару дней назад microsoft выпустила обновление kb<NUM> window <NUM> связанное безопасностью однако установка патча приводит нестабильной работе пк вызывает бесконечные циклы перезагрузки ос техническиешоколадки Хабр Новости
"Высшая школа экономики стала первым университетом в России, утвердившим декларацию этических принципов создания и использования систем искусственного интеллекта. Документ станет ориентиром для всех участников образовательного процесса, считают в вузе.","Высшая школа экономики стала первым университетом в России, утвердившим декларацию этических принципов создания и использования систем искусственного интеллекта. Документ станет ориентиром для всех участников образовательного процесса, считают в вузе.

#ИскИн #образование",2024-06-28T09:00:16+00:00,Хабр Новости,https://t.me/habr_com_news/28954,образование,высшая школа экономики стала первым университетом россии утвердившим декларацию этических принципов создания использования систем искусственного интеллекта документ станет ориентиром участников образовательного процесса считают вузе искин образование,высшая школа экономики стала первым университетом россии утвердившим декларацию этических принципов создания использования систем искусственного интеллекта документ станет ориентиром участников образовательного процесса считают вузе искин образование Хабр Новости
"Российские госкомпании за последний год — с июля 2023-го по июнь 2024-го — провели 28 закупок программного обеспечения от американской Adobe, сообщили «Ведомостям» в поисково‑аналитической системе по управлению тендерами «Тендерплан». Общий объём госзакупок продуктов Adobe был небольшим: за год он составил всего 27,2 млн рублей по начальной максимальной цене закупки (НМЦ), а фактическая цена закупок составила 21,5 млн рублей.","Российские госкомпании за последний год — с июля 2023-го по июнь 2024-го — провели 28 закупок программного обеспечения от американской Adobe, сообщили «Ведомостям» в поисково‑аналитической системе по управлению тендерами «Тендерплан». Общий объём госзакупок продуктов Adobe был небольшим: за год он составил всего 27,2 млн рублей по начальной максимальной цене закупки (НМЦ), а фактическая цена закупок составила 21,5 млн рублей.

#ПО #импортозамещение",2024-06-28T08:50:00+00:00,Хабр Новости,https://t.me/habr_com_news/28953,технологии,российские госкомпании последний год июля <NUM>го июнь <NUM>го провели <NUM> закупок программного обеспечения американской adobe сообщили ведомостям поисковоаналитической системе управлению тендерами тендерплан общий объём госзакупок продуктов adobe небольшим год составил <NUM> млн рублей начальной максимальной цене закупки нмц фактическая цена закупок составила <NUM> млн рублей импортозамещение,российские госкомпании последний год июля <NUM>го июнь <NUM>го провели <NUM> закупок программного обеспечения американской adobe сообщили ведомостям поисковоаналитической системе управлению тендерами тендерплан общий объём госзакупок продуктов adobe небольшим год составил <NUM> млн рублей начальной максимальной цене закупки нмц фактическая цена закупок составила <NUM> млн рублей импортозамещение Хабр Новости
"Google убрала функцию непрерывной прокрутки результатов поиска. Она была представлена для мобильных устройств в октябре 2021 года, а в конце 2022 года опцию развернули для настольных компьютеров.","Google убрала функцию непрерывной прокрутки результатов поиска. Она была представлена для мобильных устройств в октябре 2021 года, а в конце 2022 года опцию развернули для настольных компьютеров.

#Google #технологии",2024-06-28T08:40:08+00:00,Хабр Новости,https://t.me/habr_com_news/28952,технологии,google убрала функцию непрерывной прокрутки результатов поиска представлена мобильных устройств октябре <NUM> года конце <NUM> года опцию развернули настольных компьютеров google технологии,google убрала функцию непрерывной прокрутки результатов поиска представлена мобильных устройств октябре <NUM> года конце <NUM> года опцию развернули настольных компьютеров google технологии Хабр Новости
"27 июня 2024 года «Сбер» объявил, что ежегодная Научная премия компании пополнилась номинацией «AI в науке» с призовым фондом 16,5 млн рублей.","27 июня 2024 года «Сбер» объявил, что ежегодная Научная премия компании пополнилась номинацией «AI в науке» с призовым фондом 16,5 млн рублей.

#ИскИн #Сбер #наука",2024-06-28T08:30:05+00:00,Хабр Новости,https://t.me/habr_com_news/28951,образование,<NUM> июня <NUM> года сбер объявил ежегодная научная премия компании пополнилась номинацией ai науке призовым фондом <NUM> млн рублей искин сбер наука,<NUM> июня <NUM> года сбер объявил ежегодная научная премия компании пополнилась номинацией ai науке призовым фондом <NUM> млн рублей искин сбер наука Хабр Новости
"Uber объявила о запуске тестирования программы One Less Car, в рамках которой участникам предложат $1 тыс. за отказ от своей машины на пять недель. Для испытания отберут 175 человек из США и Канады. Полученными средствами будет можно оплатить транспортные услуги.","Uber объявила о запуске тестирования программы One Less Car, в рамках которой участникам предложат $1 тыс. за отказ от своей машины на пять недель. Для испытания отберут 175 человек из США и Канады. Полученными средствами будет можно оплатить транспортные услуги.

#транспорт #люди",2024-06-28T08:20:12+00:00,Хабр Новости,https://t.me/habr_com_news/28950,технологии,uber объявила запуске тестирования программы one le car рамках которой участникам предложат <NUM> тыс отказ своей машины пять недель испытания отберут <NUM> человек сша канады полученными средствами оплатить транспортные услуги транспорт люди,uber объявила запуске тестирования программы one le car рамках которой участникам предложат <NUM> тыс отказ своей машины пять недель испытания отберут <NUM> человек сша канады полученными средствами оплатить транспортные услуги транспорт люди Хабр Новости
У растущих чёрных дыр нашли много общего с новорождёнными звёздами,"У растущих чёрных дыр нашли много общего с новорождёнными звёздами

#Перевод #космос #наука",2024-06-28T08:10:07+00:00,Хабр Новости,https://t.me/habr_com_news/28949,чрезвычайные происшествия,растущих чёрных дыр нашли общего новорождёнными звёздами перевод космос наука,растущих чёрных дыр нашли общего новорождёнными звёздами перевод космос наука Хабр Новости
"По информации профильных источников СМИ, Apple работает над методом упрощённой замены аккумулятора в новых iPhone, чтобы соответствовать новому европейскому законодательству.","По информации профильных источников СМИ, Apple работает над методом упрощённой замены аккумулятора в новых iPhone, чтобы соответствовать новому европейскому законодательству.

#Apple #техника",2024-06-28T08:00:23+00:00,Хабр Новости,https://t.me/habr_com_news/28948,технологии,информации профильных источников сми apple работает методом упрощённой замены аккумулятора новых iphone соответствовать новому европейскому законодательству apple техника,информации профильных источников сми apple работает методом упрощённой замены аккумулятора новых iphone соответствовать новому европейскому законодательству apple техника Хабр Новости
"В ходе конференции GigaConf 2024 вице-президент по кибербезопасности «Сбера» Сергей Лебедь рассказал, что искусственный интеллект (ИИ) в кибербезопасности не заменит человека, а придаст импульс появлению новых профессий, включая оператора кибераватара, тренера моделей, конструктора агентов, специалиста по знаниям.","В ходе конференции GigaConf 2024 вице-президент по кибербезопасности «Сбера» Сергей Лебедь рассказал, что искусственный интеллект (ИИ) в кибербезопасности не заменит человека, а придаст импульс появлению новых профессий, включая оператора кибераватара, тренера моделей, конструктора агентов, специалиста по знаниям.

#ИскИн #люди",2024-06-28T07:50:08+00:00,Хабр Новости,https://t.me/habr_com_news/28947,технологии,ходе конференции gigaconf <NUM> вицепрезидент кибербезопасности сбера сергей лебедь рассказал искусственный интеллект ии кибербезопасности заменит человека придаст импульс появлению новых профессий включая оператора кибераватара тренера моделей конструктора агентов специалиста знаниям искин люди,ходе конференции gigaconf <NUM> вицепрезидент кибербезопасности сбера сергей лебедь рассказал искусственный интеллект ии кибербезопасности заменит человека придаст импульс появлению новых профессий включая оператора кибераватара тренера моделей конструктора агентов специалиста знаниям искин люди Хабр Новости
