Title,Content,Published At,Source,URL,Category,clean_text,message_channel
"Акционеры ""Группы Астра"" утвердили выплату дивидендов за I квартал в 7,89 руб./акция","Акционеры ""Группы Астра"" утвердили выплату дивидендов за I квартал в 7,89 руб./акция

Акционеры ПАО ""Группа Астра"" утвердили выплату дивидендов по итогам I квартала 2024 года в размере 7,89 рубля на обыкновенную акцию, сообщила компания.

Общий объем дивидендных выплат составит 1,7 млрд рублей.

Дата закрытия реестра акционеров, имеющих право на дивиденды – 9 июля.

@ifax_go",2024-07-01T09:14:40+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11791,технологии,акционеры группы астра утвердили выплату дивидендов квартал 789 рубакция акционеры пао группа астра утвердили выплату дивидендов итогам квартала 2024 года размере 789 рубля обыкновенную акцию сообщила компания общий объем дивидендных выплат составит 17 млрд рублей дата закрытия реестра акционеров имеющих право дивиденды 9 июля ifaxgo,акционеры группы астра утвердили выплату дивидендов квартал 789 рубакция акционеры пао группа астра утвердили выплату дивидендов итогам квартала 2024 года размере 789 рубля обыкновенную акцию сообщила компания общий объем дивидендных выплат составит 17 млрд рублей дата закрытия реестра акционеров имеющих право дивиденды 9 июля ifaxgo Интерфакс. Рынки
В России вторичные квартиры подорожали во всех городах,"В России вторичные квартиры подорожали во всех городах

В России за первое полугодие 2024 года цены на вторичные квартиры выросли во всех крупных городах, подсчитали в ""Мире квартир"".

""За первое полугодие квадратный метр ""вторички"" подорожал во всех 70 городах России с населением более 300 тысяч человек, кроме Магнитогорска, где цена символически снизилась на 0,4%"", - говорится в исследовании.

Наибольший прирост цены метра показали Сочи (+16,3%), Краснодар (+12,2%), Махачкала (+11,5%), Улан-Удэ (+11,5%), Набережные Челны (+11,3%), Симферополь (+11%). Подорожание в других городах ограничилось однозначными цифрами.

@ifax_go",2024-07-01T08:44:16+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11790,технологии,россии вторичные квартиры подорожали городах россии первое полугодие 2024 года цены вторичные квартиры выросли крупных городах подсчитали мире квартир первое полугодие квадратный метр вторички подорожал 70 городах россии населением 300 тысяч человек кроме магнитогорска цена символически снизилась 04 говорится исследовании наибольший прирост цены метра показали сочи 163 краснодар 122 махачкала 115 уланудэ 115 набережные челны 113 симферополь 11 подорожание других городах ограничилось однозначными цифрами ifaxgo,россии вторичные квартиры подорожали городах россии первое полугодие 2024 года цены вторичные квартиры выросли крупных городах подсчитали мире квартир первое полугодие квадратный метр вторички подорожал 70 городах россии населением 300 тысяч человек кроме магнитогорска цена символически снизилась 04 говорится исследовании наибольший прирост цены метра показали сочи 163 краснодар 122 махачкала 115 уланудэ 115 набережные челны 113 симферополь 11 подорожание других городах ограничилось однозначными цифрами ifaxgo Интерфакс. Рынки
"""Полюс"" продал месторождение Дегдекан с запасами 38 т золота алмазодобытчику ""АЛРОСА""","""Полюс"" продал месторождение Дегдекан с запасами 38 т золота алмазодобытчику ""АЛРОСА""

""Полюс"" продал золоторудное месторождение Дегдеканское рудное поле в Магаданской области алмазодобытчику ""АЛРОСА"".

Как сообщили компании, ""Полюс Красноярск"" закрыл сделку по продаже 100% ""Магаданского геологоразведочного предприятия"", владеющего лицензией на Дегдекан, входящей в группу ""АЛРОСА"" компании ""Алмазы Анабара"".

В 2015 году Госкомиссия по запасам утвердила балансовые запасы Дегдекана в размере 38,3 тонны золота по категории С1+С2 со средним содержанием 2,2 г/т (не включая забалансовые).

@ifax_go",2024-07-01T08:42:53+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11789,технологии,полюс продал месторождение дегдекан запасами 38 т золота алмазодобытчику алроса полюс продал золоторудное месторождение дегдеканское рудное поле магаданской области алмазодобытчику алроса сообщили компании полюс красноярск закрыл сделку продаже 100 магаданского геологоразведочного предприятия владеющего лицензией дегдекан входящей группу алроса компании алмазы анабара 2015 году госкомиссия запасам утвердила балансовые запасы дегдекана размере 383 тонны золота категории с1с2 средним содержанием 22 гт включая забалансовые ifaxgo,полюс продал месторождение дегдекан запасами 38 т золота алмазодобытчику алроса полюс продал золоторудное месторождение дегдеканское рудное поле магаданской области алмазодобытчику алроса сообщили компании полюс красноярск закрыл сделку продаже 100 магаданского геологоразведочного предприятия владеющего лицензией дегдекан входящей группу алроса компании алмазы анабара 2015 году госкомиссия запасам утвердила балансовые запасы дегдекана размере 383 тонны золота категории с1с2 средним содержанием 22 гт включая забалансовые ifaxgo Интерфакс. Рынки
Ведущие банки США увеличат дивиденды после успешных стресс-тестов ФРС,"Ведущие банки США увеличат дивиденды после успешных стресс-тестов ФРС

Крупнейшие банки США намерены увеличить выплаты акционерам после успешного прохождения стресс-тестов Федеральной резервной системы.

Банки планируют вернуть избыточный капитал акционерам после того, как Федрезерв пришел к выводу, что они могут выдержать серьезный спад в экономике.

JPMorgan Chase & Co. планирует повысить квартальные дивиденды до $1,25 с $1,15 на акцию (на 8,7%), Morgan Stanley - до 92,5 цента с 85 центов (на 8,8%), Goldman Sachs Group - до $3 с $2,75 (на 9,1%), Citigroup - до 56 центов с 53 центов (на 5,7%), Bank of America Corp. - до 26 центов с 24 центов (на 8,3%), Wells Fargo & Co. - до 40 центов с 35 центов (на 14,3%).

@ifax_go",2024-07-01T08:42:27+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11788,технологии,ведущие банки сша увеличат дивиденды успешных стресстестов фрс крупнейшие банки сша намерены увеличить выплаты акционерам успешного прохождения стресстестов федеральной резервной системы банки планируют вернуть избыточный капитал акционерам федрезерв пришел выводу могут выдержать серьезный спад экономике jpmorgan chase co планирует повысить квартальные дивиденды 125 115 акцию 87 morgan stanley 925 цента 85 центов 88 goldman sachs group 3 275 91 citigroup 56 центов 53 центов 57 bank america corp 26 центов 24 центов 83 well fargo co 40 центов 35 центов 143 ifaxgo,ведущие банки сша увеличат дивиденды успешных стресстестов фрс крупнейшие банки сша намерены увеличить выплаты акционерам успешного прохождения стресстестов федеральной резервной системы банки планируют вернуть избыточный капитал акционерам федрезерв пришел выводу могут выдержать серьезный спад экономике jpmorgan chase co планирует повысить квартальные дивиденды 125 115 акцию 87 morgan stanley 925 цента 85 центов 88 goldman sachs group 3 275 91 citigroup 56 центов 53 центов 57 bank america corp 26 центов 24 центов 83 well fargo co 40 центов 35 центов 143 ifaxgo Интерфакс. Рынки
"🇷🇺 Рынок акций РФ открылся ростом индексов МосБиржи и РТС на 0,3%","🇷🇺 Рынок акций РФ открылся ростом индексов МосБиржи и РТС на 0,3%

Рынок акций РФ на старте торгов в понедельник растет на фоне благоприятной внешней нефтяной конъюнктуры (сентябрьская Brent торгуется у $85,7 за баррель) и смешанных сигналов с мировых фондовых площадок. Индексы РТС и МосБиржи за минуту торгов прибавили по 0,3%, лидируют в росте акции ""НОВАТЭКа"".

К 10:01 по Москве индекс МосБиржи составил 3164,79 пункта (+0,3%), индекс РТС - 1162,7 пункта (+0,3%); цены большинства ""голубых фишек"" на Мосбирже выросли в пределах 1,6%.

Официальный курс доллара США, установленный ЦБ РФ с 29 июня, составляет 85,748 руб. (+0,784 рубля).

@ifax_go",2024-07-01T07:32:01+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11787,технологии,рынок акций рф открылся ростом индексов мосбиржи ртс 03 рынок акций рф старте торгов понедельник растет фоне благоприятной внешней нефтяной конъюнктуры сентябрьская brent торгуется 857 баррель смешанных сигналов мировых фондовых площадок индексы ртс мосбиржи минуту торгов прибавили 03 лидируют росте акции новатэка 1001 москве индекс мосбиржи составил 316479 пункта 03 индекс ртс 11627 пункта 03 цены большинства голубых фишек мосбирже выросли пределах 16 официальный курс доллара сша установленный цб рф 29 июня составляет 85748 руб 0784 рубля ifaxgo,рынок акций рф открылся ростом индексов мосбиржи ртс 03 рынок акций рф старте торгов понедельник растет фоне благоприятной внешней нефтяной конъюнктуры сентябрьская brent торгуется 857 баррель смешанных сигналов мировых фондовых площадок индексы ртс мосбиржи минуту торгов прибавили 03 лидируют росте акции новатэка 1001 москве индекс мосбиржи составил 316479 пункта 03 индекс ртс 11627 пункта 03 цены большинства голубых фишек мосбирже выросли пределах 16 официальный курс доллара сша установленный цб рф 29 июня составляет 85748 руб 0784 рубля ifaxgo Интерфакс. Рынки
"Рубль на ""Мосбирже"" слегка дорожает к юаню","Рубль на ""Мосбирже"" слегка дорожает к юаню

На ""Московской бирже"" утром в понедельник,  в первый торговый день месяца юань дешевеет, а рубль дорожает на фоне дорожающей нефти и после падения по итогам пятничных торгов.

По итогам первой минуты торгов юань подешевел на 2,25 копейки, до 11,712 рубля.  Китайская валюта при этом оказалась на 13,64 коп. выше уровня действующего официального курса.


@ifax_go",2024-07-01T07:13:45+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11786,экономика,рубль мосбирже слегка дорожает юаню московской бирже утром понедельник первый торговый день месяца юань дешевеет рубль дорожает фоне дорожающей нефти падения итогам пятничных торгов итогам первой минуты торгов юань подешевел 225 копейки 11712 рубля китайская валюта оказалась 1364 коп выше уровня действующего официального курса ifaxgo,рубль мосбирже слегка дорожает юаню московской бирже утром понедельник первый торговый день месяца юань дешевеет рубль дорожает фоне дорожающей нефти падения итогам пятничных торгов итогам первой минуты торгов юань подешевел 225 копейки 11712 рубля китайская валюта оказалась 1364 коп выше уровня действующего официального курса ifaxgo Интерфакс. Рынки
"РБК сообщил о скором pre-IPO сервиса ""Самолета"" по продаже недвижимости","РБК сообщил о скором pre-IPO сервиса ""Самолета"" по продаже недвижимости

Сервис по поиску и продаже недвижимости ""Самолет Плюс"", входящий в группу ""Самолет"", в первой половине июля 2024 года проведет pre-IPO на площадке Zorko, пишет РБК со ссылкой на источники.

В декабре 2023 года менеджмент ""Самолета"" анонсировал pre-IPO в первом полугодии 2024 года, а IPO - в 2025-м. ""Хотим сделать уже в I полугодии 2024 года первый шаг к публичности ""Самолет Плюс"" и разместить акции ""Самолета Плюс"" на одной из платформ как первый шаг перед IPO на Московской бирже в 2025 году"", - говорил на дне инвестора тогдашний экс-гендиректор ""Самолета"" Антон Елистратов.

В 2024 году ""Самолет Плюс"" сформировал совет директоров, председателем которого стал основатель сервиса Дмитрий Волков, а независимым директором - глава ФРИИ Кирилл Варламов. В декабре прошлого года Волков сообщал, что в ходе pre-IPO объем размещения будет небольшой, в том числе из-за законодательных ограничений: в рамках данной процедуры нельзя провести размещение свыше 1 млрд рублей, напоминает РБК.

@ifax_go",2024-07-01T06:52:14+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11785,экономика,рбк сообщил скором preipo сервиса самолета продаже недвижимости сервис поиску продаже недвижимости самолет плюс входящий группу самолет первой половине июля 2024 года проведет preipo площадке zorko пишет рбк ссылкой источники декабре 2023 года менеджмент самолета анонсировал preipo первом полугодии 2024 года ipo 2025м хотим сделать полугодии 2024 года первый шаг публичности самолет плюс разместить акции самолета плюс одной платформ первый шаг ipo московской бирже 2025 году говорил дне инвестора тогдашний эксгендиректор самолета антон елистратов 2024 году самолет плюс сформировал совет директоров председателем которого стал основатель сервиса дмитрий волков независимым директором глава фрии кирилл варламов декабре прошлого года волков сообщал ходе preipo объем размещения небольшой числе изза законодательных ограничений рамках данной процедуры провести размещение свыше 1 млрд рублей напоминает рбк ifaxgo,рбк сообщил скором preipo сервиса самолета продаже недвижимости сервис поиску продаже недвижимости самолет плюс входящий группу самолет первой половине июля 2024 года проведет preipo площадке zorko пишет рбк ссылкой источники декабре 2023 года менеджмент самолета анонсировал preipo первом полугодии 2024 года ipo 2025м хотим сделать полугодии 2024 года первый шаг публичности самолет плюс разместить акции самолета плюс одной платформ первый шаг ipo московской бирже 2025 году говорил дне инвестора тогдашний эксгендиректор самолета антон елистратов 2024 году самолет плюс сформировал совет директоров председателем которого стал основатель сервиса дмитрий волков независимым директором глава фрии кирилл варламов декабре прошлого года волков сообщал ходе preipo объем размещения небольшой числе изза законодательных ограничений рамках данной процедуры провести размещение свыше 1 млрд рублей напоминает рбк ifaxgo Интерфакс. Рынки
"Индекс PMI обрабатывающих отраслей РФ в июне поднялся до 54,9 пункта с 54,4 пункта в мае","Индекс PMI обрабатывающих отраслей РФ в июне поднялся до 54,9 пункта с 54,4 пункта в мае

Индекс PMI обрабатывающих отраслей РФ в июне 2024 года составил 54,9 пункта, поднявшись с майских 54,4 пункта, говорится в материалах исследования S&P Global.

Последние данные указали на значительное улучшение операционных условий в секторе, июньский подъем стал самым быстрым за три месяца.

Значение показателя выше 50 пунктов указывает на рост деловой активности, ниже этого уровня – на ее снижение.

@ifax_go",2024-07-01T06:33:41+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11784,экономика,индекс pmi обрабатывающих отраслей рф июне поднялся 549 пункта 544 пункта мае индекс pmi обрабатывающих отраслей рф июне 2024 года составил 549 пункта поднявшись майских 544 пункта говорится материалах исследования sp global последние данные указали значительное улучшение операционных условий секторе июньский подъем стал самым быстрым месяца значение показателя выше 50 пунктов указывает рост деловой активности ниже уровня снижение ifaxgo,индекс pmi обрабатывающих отраслей рф июне поднялся 549 пункта 544 пункта мае индекс pmi обрабатывающих отраслей рф июне 2024 года составил 549 пункта поднявшись майских 544 пункта говорится материалах исследования sp global последние данные указали значительное улучшение операционных условий секторе июньский подъем стал самым быстрым месяца значение показателя выше 50 пунктов указывает рост деловой активности ниже уровня снижение ifaxgo Интерфакс. Рынки
"Brent подорожала до $85,38 за баррель","Brent подорожала до $85,38 за баррель

Котировки нефти растут утром в понедельник.

К 8:14 по московскому времени сентябрьские фьючерсы на Brent дорожали на лондонской бирже ICE Futures на $0,38 (0,45%) - до $85,38 за баррель. В пятницу Brent подорожала на $0,26 (0,3%), достигнув $85 за баррель. Августовские контракты, срок обращения которых истек с окончанием предыдущих торгов, подорожали в тот день на $0,02 - до $86,41 за баррель.

Августовские фьючерсы на WTI к этому времени дорожали на электронных торгах Нью-Йоркской товарной биржи NYMEX на $0,36 (0,44) - до $81,9 за баррель. 28 июня контракт подешевел на $0,2 (0,2%), до $81,54 за баррель.

@ifax_go",2024-07-01T05:43:03+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11783,технологии,brent подорожала 8538 баррель котировки нефти растут утром понедельник 814 московскому времени сентябрьские фьючерсы brent дорожали лондонской бирже ice future 038 045 8538 баррель пятницу brent подорожала 026 03 достигнув 85 баррель августовские контракты срок обращения которых истек окончанием предыдущих торгов подорожали день 002 8641 баррель августовские фьючерсы wti этому времени дорожали электронных торгах ньюйоркской товарной биржи nymex 036 044 819 баррель 28 июня контракт подешевел 02 02 8154 баррель ifaxgo,brent подорожала 8538 баррель котировки нефти растут утром понедельник 814 московскому времени сентябрьские фьючерсы brent дорожали лондонской бирже ice future 038 045 8538 баррель пятницу brent подорожала 026 03 достигнув 85 баррель августовские контракты срок обращения которых истек окончанием предыдущих торгов подорожали день 002 8641 баррель августовские фьючерсы wti этому времени дорожали электронных торгах ньюйоркской товарной биржи nymex 036 044 819 баррель 28 июня контракт подешевел 02 02 8154 баррель ifaxgo Интерфакс. Рынки
В Китае в июне промышленный PMI не изменился,"В Китае в июне промышленный PMI не изменился

В июне индекс менеджеров по закупкам (PMI) в перерабатывающей промышленности Китая остался на уровне мая - 49,5 пункта, сообщило Государственное статистическое управление страны.

Аналитики также не ожидали изменения, по данным Trading Economics.

Значение индекса выше отметки в 50 пунктов указывает на рост активности в промышленном секторе, ниже - на ослабление. Индикатор находится ниже данного уровня второй месяц.

@ifax_go",2024-07-01T05:32:48+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11782,экономика,китае июне промышленный pmi изменился июне индекс менеджеров закупкам pmi перерабатывающей промышленности китая остался уровне мая 495 пункта сообщило государственное статистическое управление страны аналитики также ожидали изменения данным trading economics значение индекса выше отметки 50 пунктов указывает рост активности промышленном секторе ниже ослабление индикатор находится ниже данного уровня второй месяц ifaxgo,китае июне промышленный pmi изменился июне индекс менеджеров закупкам pmi перерабатывающей промышленности китая остался уровне мая 495 пункта сообщило государственное статистическое управление страны аналитики также ожидали изменения данным trading economics значение индекса выше отметки 50 пунктов указывает рост активности промышленном секторе ниже ослабление индикатор находится ниже данного уровня второй месяц ifaxgo Интерфакс. Рынки
Краткий обзор экономической повестки дня:,"Краткий обзор экономической повестки дня:

🔹 ПАО ""Промомед"" планирует провести IPO на ""Московской бирже"" в июле.

🔹 Акционеры ""Инарктики"" утвердили дивиденды за 2023г и I кв. 2024г в размере по 10 руб. на акцию.

🔹 Чистая прибыль ВТБ по МСФО в мае сократилась на 7,7% год к году, до 30 млрд рублей, за пять месяцев прибыль ВТБ упала на 3,2%  - до 233,4 млрд рублей.

🔹 Акционеры ПАО ""Русснефть"" утвердили выплату дивидендов на привилегированные акции за 2023 год в размере $1,02 на акцию.

🔹 Национальный клиринговый центр (НКЦ) 27 июня исполнил обязательства перед участниками торгов и их клиентами по возврату долларов США и евро.

🔹 Акционеры ""Газпром нефти"" на годовом собрании одобрили дивиденды за 2023 год в размере 102,43 рубля на одну обыкновенную акцию.

🔹 Акционеры ""Башнефти"" одобрили дивиденды за 2023 год в размере 249,69 рубля на обыкновенную и привилегированную акции.

🔹 Акционеры ПАО ""Магнит"" утвердили решение о выплате дивидендов по результатам 2023 года в 412,13 рубля на одну обыкновенную акцию.

🔹 Банк России с 1 сентября снова повышает надбавки к коэффициентам риска по необеспеченным потребительским кредитам.

🔹 Акционеры ""Норильского никеля"" на годовом собрании 28 июня одобрили рекомендацию о невыплате финальных дивидендов за 2023 год. 

#итогидня
@ifax_go",2024-06-28T17:20:46+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11781,экономика,краткий обзор экономической повестки дня пао промомед планирует провести ipo московской бирже июле акционеры инарктики утвердили дивиденды 2023г кв 2024г размере 10 руб акцию чистая прибыль втб мсфо мае сократилась 77 год году 30 млрд рублей пять месяцев прибыль втб упала 32 2334 млрд рублей акционеры пао русснефть утвердили выплату дивидендов привилегированные акции 2023 год размере 102 акцию национальный клиринговый центр нкц 27 июня исполнил обязательства участниками торгов клиентами возврату долларов сша евро акционеры газпром нефти годовом собрании одобрили дивиденды 2023 год размере 10243 рубля одну обыкновенную акцию акционеры башнефти одобрили дивиденды 2023 год размере 24969 рубля обыкновенную привилегированную акции акционеры пао магнит утвердили решение выплате дивидендов результатам 2023 года 41213 рубля одну обыкновенную акцию банк россии 1 сентября снова повышает надбавки коэффициентам риска необеспеченным потребительским кредитам акционеры норильского никеля годовом собрании 28 июня одобрили рекомендацию невыплате финальных дивидендов 2023 год итогидня ifaxgo,краткий обзор экономической повестки дня пао промомед планирует провести ipo московской бирже июле акционеры инарктики утвердили дивиденды 2023г кв 2024г размере 10 руб акцию чистая прибыль втб мсфо мае сократилась 77 год году 30 млрд рублей пять месяцев прибыль втб упала 32 2334 млрд рублей акционеры пао русснефть утвердили выплату дивидендов привилегированные акции 2023 год размере 102 акцию национальный клиринговый центр нкц 27 июня исполнил обязательства участниками торгов клиентами возврату долларов сша евро акционеры газпром нефти годовом собрании одобрили дивиденды 2023 год размере 10243 рубля одну обыкновенную акцию акционеры башнефти одобрили дивиденды 2023 год размере 24969 рубля обыкновенную привилегированную акции акционеры пао магнит утвердили решение выплате дивидендов результатам 2023 года 41213 рубля одну обыкновенную акцию банк россии 1 сентября снова повышает надбавки коэффициентам риска необеспеченным потребительским кредитам акционеры норильского никеля годовом собрании 28 июня одобрили рекомендацию невыплате финальных дивидендов 2023 год итогидня ifaxgo Интерфакс. Рынки
"🇷🇺Рынок акций РФ в пятницу консолидировался выше 3150п по индексу МосБиржи, неделю закрыл ростом","🇷🇺Рынок акций РФ в пятницу консолидировался выше 3150п по индексу МосБиржи, неделю закрыл ростом

Рынок акций РФ в пятницу консолидировался при смешанной динамике blue chips на фоне стабилизации нефти, прекращения укрепления рубля на внебиржевых торгах и позитивных сигналов с внешних фондовых площадок, подогретых статистикой о потребительской инфляции в США. Индекс МосБиржи закрепился выше 3150 пунктов, лидировали в росте бумаги ""Сургутнефтегаза"" (+4,7%).

По итогам торгов индекс МосБиржи составил 3154,36 пункта (+0,1%), индекс РТС - 1158,85 пункта (-0,8%); цены большинства ""голубых фишек"" на Мосбирже изменились в пределах 3%.

Официальный курс доллара США, установленный ЦБ РФ с 29 июня, составил 85,748 руб. (+0,784 рубля).

@ifax_go",2024-06-28T15:59:16+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11780,экономика,рынок акций рф пятницу консолидировался выше 3150п индексу мосбиржи неделю закрыл ростом рынок акций рф пятницу консолидировался смешанной динамике blue chip фоне стабилизации нефти прекращения укрепления рубля внебиржевых торгах позитивных сигналов внешних фондовых площадок подогретых статистикой потребительской инфляции сша индекс мосбиржи закрепился выше 3150 пунктов лидировали росте бумаги сургутнефтегаза 47 итогам торгов индекс мосбиржи составил 315436 пункта 01 индекс ртс 115885 пункта 08 цены большинства голубых фишек мосбирже изменились пределах 3 официальный курс доллара сша установленный цб рф 29 июня составил 85748 руб 0784 рубля ifaxgo,рынок акций рф пятницу консолидировался выше 3150п индексу мосбиржи неделю закрыл ростом рынок акций рф пятницу консолидировался смешанной динамике blue chip фоне стабилизации нефти прекращения укрепления рубля внебиржевых торгах позитивных сигналов внешних фондовых площадок подогретых статистикой потребительской инфляции сша индекс мосбиржи закрепился выше 3150 пунктов лидировали росте бумаги сургутнефтегаза 47 итогам торгов индекс мосбиржи составил 315436 пункта 01 индекс ртс 115885 пункта 08 цены большинства голубых фишек мосбирже изменились пределах 3 официальный курс доллара сша установленный цб рф 29 июня составил 85748 руб 0784 рубля ifaxgo Интерфакс. Рынки
"🛢Нефть Brent подешевела до $84,94 за баррель","🛢Нефть Brent подешевела до $84,94 за баррель

Цены на нефть эталонных марок по самым актуальным контрактам ушли в минус вечером в пятницу.

Котировки августовских фьючерсов на сорт Brent на лондонской бирже ICE Futures к 18:02 мск выросли на $0,04 (0,05%) - до $86,43 за баррель. Срок обращения этих контрактов истекает с закрытием рынка в пятницу. Более активно торгуемые фьючерсы на сентябрь дешевеют на $0,32 (0,38%), до $84,94 за баррель.

Фьючерсы на нефть WTI на август на торгах Нью-Йоркской товарной биржи к указанному времени понизились в цене на $0,37 (0,45%) - до $81,37.

@ifax_go",2024-06-28T15:25:53+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11779,экономика,нефть brent подешевела 8494 баррель цены нефть эталонных марок самым актуальным контрактам ушли минус вечером пятницу котировки августовских фьючерсов сорт brent лондонской бирже ice future 1802 мск выросли 004 005 8643 баррель срок обращения этих контрактов истекает закрытием рынка пятницу активно торгуемые фьючерсы сентябрь дешевеют 032 038 8494 баррель фьючерсы нефть wti август торгах ньюйоркской товарной биржи указанному времени понизились цене 037 045 8137 ifaxgo,нефть brent подешевела 8494 баррель цены нефть эталонных марок самым актуальным контрактам ушли минус вечером пятницу котировки августовских фьючерсов сорт brent лондонской бирже ice future 1802 мск выросли 004 005 8643 баррель срок обращения этих контрактов истекает закрытием рынка пятницу активно торгуемые фьючерсы сентябрь дешевеют 032 038 8494 баррель фьючерсы нефть wti август торгах ньюйоркской товарной биржи указанному времени понизились цене 037 045 8137 ifaxgo Интерфакс. Рынки
"✔️Акционеры ""Магнита"" утвердили решение о выплате дивидендов-2023","✔️Акционеры ""Магнита"" утвердили решение о выплате дивидендов-2023
 
Акционеры ПАО ""Магнит"" утвердили решение о выплате дивидендов по результатам 2023 года в 412,13 рубля на одну обыкновенную акцию, говорится в сообщении компании.

Общая сумма дивидендных выплат за 2023 год составит 42 млрд рублей.

Дата закрытия реестра акционеров, имеющих право на дивиденды, - 15 июля.

@ifax_go",2024-06-28T15:17:43+00:00,Интерфакс. Рынки,https://t.me/ifax_go/11778,политика,акционеры магнита утвердили решение выплате дивидендов2023 акционеры пао магнит утвердили решение выплате дивидендов результатам 2023 года 41213 рубля одну обыкновенную акцию говорится сообщении компании общая сумма дивидендных выплат 2023 год составит 42 млрд рублей дата закрытия реестра акционеров имеющих право дивиденды 15 июля ifaxgo,акционеры магнита утвердили решение выплате дивидендов2023 акционеры пао магнит утвердили решение выплате дивидендов результатам 2023 года 41213 рубля одну обыкновенную акцию говорится сообщении компании общая сумма дивидендных выплат 2023 год составит 42 млрд рублей дата закрытия реестра акционеров имеющих право дивиденды 15 июля ifaxgo Интерфакс. Рынки
