Title,Content,Published At,Source,URL,Category
"Осторожно, очень жесткие кадры!","Осторожно, очень жесткие кадры!

Число погибших в пожаре завода во Фрязино возросло до 8. 

Очевидцы сняли последние минуты жизни заблокированных в горящем здании людей. На кадрах видно, как они из последних сил пытаются спастись и дождаться эвакуации, но языки пламени подступили слишком быстро и близко. Двое людей выпрыгнули и разбились, остальные остались внутри и заживо сгорели. Гибель двух человек подтвердили власти, ещё с 6 не было связи. Предварительно, именно они были на этаже, охваченном огнем.",2024-06-24T15:23:40+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27163,
На «Кухню на районе» завели дело о нарушении санитарных норм.,"На «Кухню на районе» завели дело о нарушении санитарных норм.

Протокол о невыполнении санитарно-гигиенических и противоэпидемических мероприятий в отношении ООО «ЛОКАЛКИТЧЕН» поступил в Люблинский суд Москвы. Компании грозит приостановка деятельности на срок до 90 суток. 

В среду гендиректора компании Антона Лозина и руководителя отдела качества Елену Машкову отправили под домашний арест по делу о массовом отравлении клиентов сервиса салатом «Лобио», в котором содержался ботулотоксин.",2024-06-24T14:25:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27162,
"Два человека погибли при пожаре в НИИ ""Платан"", четыре пострадали. Площадь пожара увеличилась до 4,5 тысячи кв.м. На месте работает два вертолета Ка-32 Московского авиационного центра","Два человека погибли при пожаре в НИИ ""Платан"", четыре пострадали. Площадь пожара увеличилась до 4,5 тысячи кв.м. На месте работает два вертолета Ка-32 Московского авиационного центра

https://t.me/ostorozhno_moskva/15372",2024-06-24T14:07:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27161,
В России из-за дефицита IT-специалистов запустили бесплатную программу по обучению. ,"В России из-за дефицита IT-специалистов запустили бесплатную программу по обучению. 

Теперь любой желающий может попробовать себя в IT с полного нуля и начать обучение бесплатно. Если хотите узнать о дальнейшем трудоустройстве в ведущие IT-компании, переходите по ссылке, заполняйте анкету и отвечайте на вопросы (менее 3 минут). 

На основании ответов можно сразу узнать, подходит ли вам сфера IT и сможете ли вы в ней работать.

Реклама. ООО ""Эдэкс"" ИНН: 1685012824 
Erid: 2VfnxwoCTbE",2024-06-24T13:43:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27160,
Приложение «Клуб Романтики» удалили из всех магазинов приложений на территории России. Недавно игру по решению Роскомнадзора внесли в реестр запрещённых ресурсов. ,"Приложение «Клуб Романтики» удалили из всех магазинов приложений на территории России. Недавно игру по решению Роскомнадзора внесли в реестр запрещённых ресурсов. 

По словам создателей, ограничение доступа связано с попаданием в реестр Роскомнадзора из-за ЛГБТК+-контента. Молдавская компания Your Story Interactive, создавшая игру, отказалась удалять запрещённый контент, так как выступает за свободу и разнообразие. 

«Это было мучительное решение, которое мы обсуждали бесчисленные часы, поскольку оно влияет на наших читателей, нашу команду и будущее «Клуба Романтики». В итоге мы пришли к выводу, что ценности нашей компании и сама суть историй, которые пропагандируют разнообразие, инклюзивность и свободу быть теми, кто вы есть, не позволяют нам удалить этот контент», — пояснили в своём заявлении создатели игры. 

При этом разработчики объяснили, что «Клуб Романтики» не закрывается: они планируют выпускать старые и новые истории на русском языке в прежнем темпе и поддерживать без ограничений игроков из всех стран, играющих на русском языке. 

В конце заявления разработчики сообщили, что глубоко сожалеют о принятом решении. По словам пользователей, приложение уже пропало из App Store и Google Play",2024-06-24T12:58:35+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27159,
1 человек спасен из пожара в НИИ во Фрязино.,"1 человек спасен из пожара в НИИ во Фрязино.

По данным МЧС, один человек спасен сотрудниками, его вывели по лестничным маршам. Предварительно, в здании находятся еще 9 человек.",2024-06-24T12:45:42+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27158,
“Там в левом [окне] дым идет. Вон там мужик! Вообще труба! Где пожарные блин?”. ,"“Там в левом [окне] дым идет. Вон там мужик! Вообще труба! Где пожарные блин?”. 

Внутри горящего НИИ “Платан” остались люди. Один из них попал на видео очевидцев. Мужчина машет из окна шестого этажа предприятия.",2024-06-24T12:22:01+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27157,
No Title,,2024-06-24T12:14:55+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27156,
No Title,,2024-06-24T12:14:55+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27155,
Крупный пожар во Фрязино на территории НИИ «Платан».,"Крупный пожар во Фрязино на территории НИИ «Платан».

Из главного здания валит густой черный дым, возгорание началось в середине здания. Площадь пожара уточняется. Завод занимается разработкой электроприборов.",2024-06-24T12:14:55+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27154,
No Title,,2024-06-24T11:39:27+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27153,
No Title,,2024-06-24T11:39:27+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27152,
"Четыре погибших и 34 раненых в результате обстрела Покровска — города под Донецком, который находится под контролем Украины. ","Четыре погибших и 34 раненых в результате обстрела Покровска — города под Донецком, который находится под контролем Украины. 

По данным местных властей, это из самых масштабных обстрелов за последнее время. Среди раненых двое детей — 12 и 13 лет. Они находятся в среднем и тяжелом состоянии. Разрушен один жилой дом, еще 16 повреждены. Последствия атаки устанавливаются.",2024-06-24T11:39:26+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27151,
"В Пятигорске задержали мужчин, которые танцевали лезгинку во время атаки боевиков на Дагестан. ","В Пятигорске задержали мужчин, которые танцевали лезгинку во время атаки боевиков на Дагестан. 

Видео с танцами местных жителей опубликовал глава Пятигорска Дмитрий Ворошилов. По его словам, «вчера, в день трагичных событий, группа здоровых и полных сил мужчин устроила веселье в центре города».


«Чему радовались эти …? Смерти детей, полицейских, гражданских лиц?» — написал Ворошилов в своём ТГ-канале.  


Ворошилов сообщил, что мужчины были задержаны сотрудниками полиции, «традиционно извинялись на камеру» и что они понесут наказание. По его мнению, наказывать за вседозволенность и беспредел «надо жёстко».",2024-06-24T10:41:37+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27150,
No Title,,2024-06-24T10:15:51+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27149,
No Title,,2024-06-24T10:15:51+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27148,
В 14-й пакет санкций Евросоюза попали:,"В 14-й пакет санкций Евросоюза попали:

— певица Полина Гагарина;

— Ярослав Дронов (SHAMAN); 

— Арам Габрелянов, основатель холдинга NewsMedia (Life, Mash, Shot);

— актер Иван Охлобыстин;

— Аймани Кадырова (мать Рамзана Кадырова) и “Фонд Ахмата Кадырова”;

— АНО «Институт развития интернета», который отвечает за пропаганду в сети, и его руководитель Алексей Гореславский;

— депутат Мосгордумы Мария Киселёва (экс-ведущая программы «Слабое звено»),;

— Вячеслав Манучаров (ведущий YouTube-шоу “Эмпатия Манучи”);

— Авиакомпания “Уральские авиалинии” (ЕС обвиняет их в сотрудничестве с Минобороны)",2024-06-24T10:15:51+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27147,
Прокуратура потребовала возбудить уголовное дело против Моргенштерна*,"Прокуратура потребовала возбудить уголовное дело против Моргенштерна*

Статья — уклонение от исполнения обязанностей иноагента (330.1 УК РФ). Как сообщили в ведомстве, рэпер два раза привлекался к ответственности за отсутствие плашки «ДАННОЕ СООБЩЕНИЕ» на постах в соцсетях. Материалы прокурорской проверки направили в СК, результаты его рассмотрения контролирует прокуратура.

""Я угаловник и бандит"", — прокомментировал новость музыкант.

*иноагент",2024-06-24T09:46:08+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27146,
No Title,,2024-06-24T09:41:24+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27145,
"Участника СВО, убившего 12-летнюю девочку в Кузбассе, отправили в СИЗО.","Участника СВО, убившего 12-летнюю девочку в Кузбассе, отправили в СИЗО.

Он оказался на свободе после обмена пленными. Омбудсмен по Кемеровской области отказался рассказать нам детали обмена.

49-летнего Андрея Быкова задержали на прошлой неделе по обвинению в убийстве школьницы Карины К., тело которой нашли в колодце заброшенного здания. По данным следствия, Быков силой увёл девочку в безлюдное место и попытался изнасиловать. Когда Карина начала сопротивляться, участник СВО нанёс ей два удара заточкой в грудь, а затем задушил девочку штанами. Следствие обвиняет его в убийстве ребёнка, попытке изнасилования и дезертирстве.

Как ранее сообщали «Осторожно, новости», Быков попал на СВО из колонии, где должен был находиться до 2032 года по делу об убийстве пенсионерки. Андрей завербовался через подразделение «Шторм Z», а вскоре после этого попал в плен, где провёл около трёх месяцев. Зимой 2024 года Быков попал в списки на обмен и вскоре вернулся в Россию. После этого он сбежал из воинской части, а затем убил Карину. Омбудсмен по правам человека в Кемеровской области отказался сообщить нам детали того обмена и подробности биографии Быкова, сославшись на конфиденциальность информации об обменах.",2024-06-24T09:41:24+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27144,
Владимир Путин не будет выступать со специальным обращением в связи с нападением на Дагестан.,"Владимир Путин не будет выступать со специальным обращением в связи с нападением на Дагестан.

Об этом сообщил пресс-секретарь президента России Дмитрий Песков. Он заявил, что Путин «глубоко соболезнует пострадавшим при атаке на Севастополь и нападении в Дагестане».",2024-06-24T09:14:33+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27143,
"«Вот так, б***ь, живут, н***й в российской армии [военные], которые стали не нужны, которых прячут ото всех в клетке свинарника».","«Вот так, б***ь, живут, н***й в российской армии [военные], которые стали не нужны, которых прячут ото всех в клетке свинарника».

Z-каналы публикуют кадры из подвала в ДНР, куда в качестве наказания помещают российских военнослужащих.

По словам добровольца Егора Гузенко (Z-блогер с позывным «Тринадцатый»), на видео — подвал, где содержат недолеченных мобилизованных и контрактников, которые в чём-то «провинились». Автор съёмки показывает товарищей с ампутированными конечностями и ранениями, а также условия их размещения. Бойцы живут в грязном подвальном помещении и спят на деревянных палетах, которые огорожены решётками. По словам автора видео, условия содержания военных хуже, чем в плену: «Всё позабирали, ничего нет. Сидим в этих свинарниках, гадюшниках. Ничего больше неизвестно. Сказали, до трёх месяцев здесь находиться <…> Тут без рук люди. Поломанные, брошенные».

Сам Гузенко сравнил подвал на кадрах с концлагерем и заявил, что у него ещё много похожих неопубликованных материалов. По его словам, размещая в подобных условиях раненых бойцов, командование делает «калич-полки» [подразделения калек]. Он также сообщил, что передал данные о подвале в органы и надеется на скорую проверку: »Вообще, вот интересный был бы контраст, если бы наш новый министр обороны инспектировал не какой-нибудь новый строящийся там в стахановских темпах объект министерства обороны, а вот такое вот место, где вот из фронтовиков делают калич-полки, где их жизнь равна, б***ь, ну просто ну ничему».",2024-06-24T08:55:07+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27142,
"Один из боевиков, участвовавший в теракте в Дагестане, занимал должность председателя совета отделения «Справедливой России» в Сергокалинском районе.","Один из боевиков, участвовавший в теракте в Дагестане, занимал должность председателя совета отделения «Справедливой России» в Сергокалинском районе.

36-летний Али Закаригаев участвовал на выборах Собрания депутатов Сергокалинского района и возглавлял отделение СРЗП. Об этом говорится на сайте партии. В последнее время, по нашим данным, он занимался продажей и обслуживанием платежных терминалов.

Закаригаев участвовал в нападении на Дербент и был ликвидирован в ходе спецоперации силовиков. Ранее стало известно, что среди ликвидированных в Махачкале боевиков оказались сыновья главы Сергокалинского района — члена «Единой России» Магомеда Омарова. После теракта его задержали и исключили из партии.",2024-06-24T08:06:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27141,
ЕС принял 14-й пакет санкций против России. Что в него входит?,"ЕС принял 14-й пакет санкций против России. Что в него входит?

— В санкционный список включены ещё 116 физических и юридических лиц;

— Запрет на транзит российского сжиженного природного газа через европейские порты;

— Запрет на использование «Системы передачи финансовых сообщений», которую ЦБ разработал для обхода ограничений;

— Запрет на транзакции с целевыми кредитно-финансовыми учреждениями и поставщиками криптовалютных активов, которые финансируют оборону России;

— Запрет на чартеры в Европу и над Европой, если ими пользуются граждане России;

— Запрет на экспорт украинских культурных ценностей, в отношении которых есть подозрения, что они незаконно вывезены из страны;

— Политическим партиям и медиакомпаниям в Европе будет запрещено получать деньги из России.",2024-06-24T07:17:57+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27140,
В Махачкале и Дербенте завершена контртеррористическая операция.,В Махачкале и Дербенте завершена контртеррористическая операция.,2024-06-24T05:39:37+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27139,
Теракты в Махачкале и Дербенте. Что известно к этому часу:,"Теракты в Махачкале и Дербенте. Что известно к этому часу:

— В результате контртеррористической операции в Махачкале и Дербенте нейтрализованы пять боевиков, по данным НАК — двое в Дербенте и трое в Махачкале. По данным Меликова, нападавших было шестеро.

— Жертвами терактов стали более 15 сотрудников полиции и несколько гражданских лиц, включая отца Николая, служившего более 40 лет в храме в Дербенте. Пострадавшие были доставлены в больницу Махачкалы и прооперированы.

— В Дагестане объявлен трёхдневный траур 24, 25 и 26 июня. Погибшим и пострадавшим семьям будет оказана материальная помощь. Соответствующий указ подписал глава Дагестана Сергей Меликов.

— Главу Сергокалинского района Дагестана Магомеда Омарова исключили из партии «Единая Россия» и задержали за дискредитирующие действия, так как его дети принимали участие в теракте.

— Пассажиры могут в течение трех суток оформить возврат билетов от и до станций Дербент и Махачкала, включая билеты, приобретенные по невозвратному тарифу.

— Президент Казахстана Касым-Жомарт Токаев выразил соболезнования Владимиру Путину и предложил содействие в проведении оперативно-розыскных мероприятий.",2024-06-24T05:24:01+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27138,
"Более 15 сотрудников полиции стали жертвами терактов в Дагестане, также погибли несколько гражданских. Об этом заявил глава региона Сергей Меликов.","Более 15 сотрудников полиции стали жертвами терактов в Дагестане, также погибли несколько гражданских. Об этом заявил глава региона Сергей Меликов.

Чиновник также сообщил, что активная фаза оперативно-боевых мероприятий в Махачкале и Дербенте завершена. 6 боевиков убиты, будут производиться дальнейшие оперативные мероприятия по обнаружению всех спящих ячеек, которые заранее готовились к нападению, в том числе и из-за рубежа.

По его словам, сегодня жители Дагестана ощутили себя участниками событий, “которые происходят во всем мире”. По его словам, раньше “участниками этих событий” были те, кто участвует в СВО, но теперь “война приходит в наш дом”. “Мы должны понимать, что война приходит и в наш дом. Мы это ощущали и раньше, но сегодня непосредственно столкнулись с этой войной”, — сказал он.",2024-06-23T23:36:09+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27137,
"Дагестанские паблики опубликовали фото одного из ликвидированных боевиков, им оказался 28-летний экс-боец Гаджимурад Кагиров. ","Дагестанские паблики опубликовали фото одного из ликвидированных боевиков, им оказался 28-летний экс-боец Гаджимурад Кагиров. 

Это мастер спорта по вольной борьбе, во время своего последнего боя в 2021 году он представлял школу единоборств им. Абдулманапа Нурмагомедова в Махачкале. В MMA он провел два боя (промоушен GCE), оба завершились победой.",2024-06-23T22:50:04+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27136,
В Дагестане в ходе контртеррористической операции нейтрализовано пять боевиков — НАК.,В Дагестане в ходе контртеррористической операции нейтрализовано пять боевиков — НАК.,2024-06-23T22:41:47+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27135,
В результате нападения на Махачкалу погиб 24-летний сотрудник ГИБДД Хабиб Алиев.,"В результате нападения на Махачкалу погиб 24-летний сотрудник ГИБДД Хабиб Алиев.

Алиев родился в Сергокалинском районе Дагестана и жил в городе Избербаш. «Осторожно, новости» выяснили, что в 2021 году он проходил службу в ВС РФ. Также Алиев интересовался криптовалютами и майнингом.",2024-06-23T21:14:51+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27134,
No Title,,2024-06-23T20:15:44+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27133,
No Title,,2024-06-23T20:15:44+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27132,
No Title,,2024-06-23T20:15:44+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27131,
Кадры с места ликвидации боевиков в Дербенте.,Кадры с места ликвидации боевиков в Дербенте.,2024-06-23T20:15:44+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27130,
16 человек доставлены в больницу (13 полицейских и трое гражданских) после перестрелки с боевиками в Махачкале,16 человек доставлены в больницу (13 полицейских и трое гражданских) после перестрелки с боевиками в Махачкале,2024-06-23T20:12:17+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27129,
"В Дербенте завершена активная фаза контртеррористической операции, ликвидированы двое боевиков.","В Дербенте завершена активная фаза контртеррористической операции, ликвидированы двое боевиков.

Об этом сообщили в Национальном антитеррористическом комитете.",2024-06-23T20:07:28+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27128,
Полиция перекрыла выезды из Махачкалы,"Полиция перекрыла выезды из Махачкалы

В МВД заявили, что сообщники боевиков могут предпринять попытку скрыться и покинуть город.",2024-06-23T19:42:51+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27126,
С сайта дагестанского отделения “Единой России” пропала страница главы Сергокалинского района Дагестана Магомеда Омарова,"С сайта дагестанского отделения “Единой России” пропала страница главы Сергокалинского района Дагестана Магомеда Омарова

При этом данные об Омарове на сайте партии сохранились в поисковой выдаче. В данный момент чиновник находится на допросе, его сыновья участвовали в нападении на синагогу в Махачкале и позже были ликвидированы.",2024-06-23T19:38:46+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27125,
В боестолкновении с боевиками в Дербенте погиб начальник отдела полиции Дагестанских Огней.,"В боестолкновении с боевиками в Дербенте погиб начальник отдела полиции Дагестанских Огней.

Приехавший на подмогу подполковник Мавлудин Хидирнабиев получил тяжелое ранение, медики не смогли его спасти.",2024-06-23T19:28:31+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27124,
Экс-глава Роскосмоса Дмитрий Рогозин призвал не сваливать вину за события в Дагестане на “НАТО и Украину”,"Экс-глава Роскосмоса Дмитрий Рогозин призвал не сваливать вину за события в Дагестане на “НАТО и Украину”

Он прокомментировал слова депутата Госдумы от Дагестана Магомеда Гаджиева, который ранее заявил, что за терактом в республике стоят спецслужбы Украины и стран НАТО.

“А я считаю, что если мы каждый теракт, замешанный на национальной и религиозной нетерпимости, ненависти и русофобии, будем списывать на происки Украины и НАТО, то этот розовый туман приведёт нас к большим проблемам. В чужом глазу соринку видим, в своем - бревна не разглядим. А пора бы”, — отметил сенатор от Запорожской области.",2024-06-23T19:19:00+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27123,
"Канал ""Что там у Дагестанцев"" утверждает, что на этих кадрах — штурм церкви в Махачкале.","Канал ""Что там у Дагестанцев"" утверждает, что на этих кадрах — штурм церкви в Махачкале.

Обновлено в 22-13 — Изначально канал писал, что на видео снято задержание главы Сергокалинского района Магомеда Омарова, чьи сыновья были ранее ликвидированы в Махачкале. Но позже изменил описание",2024-06-23T19:11:21+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27122,
"Дагестанские каналы публикуют видео с улицы Мирзабекова в Махачкале, где слышна активная стрельба.","Дагестанские каналы публикуют видео с улицы Мирзабекова в Махачкале, где слышна активная стрельба.",2024-06-23T19:01:56+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27121,
В дагестанском селе Сергокала неизвестные обстреляли машину с полицейскими.,"В дагестанском селе Сергокала неизвестные обстреляли машину с полицейскими.

Один силовик ранен. Полицейские направлялись на боевое задание.",2024-06-23T18:59:45+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27120,
"Член Общественной палаты Дагестана Шамиль Хадулаев сообщил, что перестрелка в церкви в Махачкале закончилась.","Член Общественной палаты Дагестана Шамиль Хадулаев сообщил, что перестрелка в церкви в Махачкале закончилась.

Идет проверка территории, минимум один боевик убит. На территорию церкви нападавшие проникли предположительно через забор.",2024-06-23T18:57:26+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27119,
"Видео с телефона Османа Омарова — одного из боевиков, который напал на синагогу в Махачкале.","Видео с телефона Османа Омарова — одного из боевиков, который напал на синагогу в Махачкале.

Вечером силовиками был задержан его отец — глава Сергокалинского района  Магомед Омаров, дома у него идут обыски.",2024-06-23T18:51:19+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27118,
"МВД Дагестана сообщает, что в Махачкале на данный момент ликвидированы 4 боевика.","МВД Дагестана сообщает, что в Махачкале на данный момент ликвидированы 4 боевика.",2024-06-23T18:43:55+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27117,
"Муфтият Дагестана сообщает, что число погибших в Дагестане после нападения боевиков достигло девяти, семь из них — правоохранители, пострадали 25 человек.","Муфтият Дагестана сообщает, что число погибших в Дагестане после нападения боевиков достигло девяти, семь из них — правоохранители, пострадали 25 человек.",2024-06-23T18:41:03+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27116,
No Title,,2024-06-23T18:35:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27115,
No Title,,2024-06-23T18:35:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27114,
"Бронетехника в Дербенте, где идет операция по ликвидации боевиков.","Бронетехника в Дербенте, где идет операция по ликвидации боевиков.",2024-06-23T18:35:30+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27113,
"МВД Дагестана сообщает, что информация о заложниках в церкви в Махачкале — фейк. Ранее о 40 заложниках в храме писал государственный тг-канал Mash.","МВД Дагестана сообщает, что информация о заложниках в церкви в Махачкале — фейк. Ранее о 40 заложниках в храме писал государственный тг-канал Mash.

""Ни о каких заложниках речи нет. 19 человек закрылись внутри помещения, с целью собственной безопасности. Они уже вне опасности, данная территория защищена"", — отметили в ведомстве.",2024-06-23T18:28:04+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27112,
No Title,,2024-06-23T18:17:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27111,
No Title,,2024-06-23T18:17:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27110,
"Кадры из Махачкалы, где идут боестолкновения с боевиками возле церкви. Жители города говорят о стрельбе, которая не прекращается.","Кадры из Махачкалы, где идут боестолкновения с боевиками возле церкви. Жители города говорят о стрельбе, которая не прекращается.",2024-06-23T18:17:49+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27109,
Силовики Северной Осетии переведены на усиленный режим несения службы. ,"Силовики Северной Осетии переведены на усиленный режим несения службы. 

Усилена охрана общественных мест, торговых центров и социальных учреждений. Об этом сообщил глава региона Сергей Меняйло.
 
«Хочу обратиться к жителям Северной Осетии: необходимо сохранять спокойствие, не поддаваться панике. Потому что эта кучка провокаторов только этого и добивается – нарушить спокойствие, посеять на Кавказе вражду между представителями разных народов и религиозных конфессий. Мы это уже проходили – не получится», — отметил он.",2024-06-23T18:12:21+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27108,
"На улицах Дербента заметили военную технику, в данный момент въезд в город перекрыт, продолжается операция по ликвидации боевиков.","На улицах Дербента заметили военную технику, в данный момент въезд в город перекрыт, продолжается операция по ликвидации боевиков.",2024-06-23T18:08:06+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27107,
Стрельба на улице Ленина в Дербенте.,Стрельба на улице Ленина в Дербенте.,2024-06-23T17:53:38+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27106,
Видео перестрелки с боевиками в Махачкале от первого лица.,Видео перестрелки с боевиками в Махачкале от первого лица.,2024-06-23T17:45:04+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27105,
Дагестанская полиция разыскивает чёрную Lada Vesta с госномером Н075УТ05.,"Дагестанская полиция разыскивает чёрную Lada Vesta с госномером Н075УТ05.

По данным «Осторожно, новости», автомобиль раньше использовался в Пермском крае, а сейчас принадлежит выпускнику волгоградской академии МВД, 37-летнему жителю Дербента Шамилю И.",2024-06-23T17:42:40+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27104,
No Title,,2024-06-23T17:34:34+00:00,"Осторожно, новости",https://t.me/ostorozhno_novosti/27103,
