,Channel Name,Post Date,Message Text,Message ID,clean_text,message_channel,__index_level_0__,classification
166,bbcrussian,2024-06-24 06:26:33+00:00,"Власти сообщили об ударе по гражданской инфраструктуре в Одессе

«В результате российской атаки зафиксировано попадание по гражданской инфраструктуре в Одессе. Уже известно о пострадавших, которым оказывается медицинская помощь, их количество уточняется», — заявил глава областной военной администрации Олег Кипер.

«В настоящее время идет ликвидация пожара», — добавил он.

Воздушная тревога, объявленная в Одессе и Одесском районе утром, уже отменена.",bbcrussian_66908,власти сообщили ударе гражданской инфраструктуре одессе результате российской атаки зафиксировано попадание гражданской инфраструктуре одессе известно пострадавших которым оказывается медицинская помощь количество уточняется заявил глава областной военной администрации олег кипер настоящее время идет ликвидация пожара добавил воздушная тревога объявленная одессе одесском районе утром отменена,власти сообщили ударе гражданской инфраструктуре одессе результате российской атаки зафиксировано попадание гражданской инфраструктуре одессе известно пострадавших которым оказывается медицинская помощь количество уточняется заявил глава областной военной администрации олег кипер настоящее время идет ликвидация пожара добавил воздушная тревога объявленная одессе одесском районе утром отмененаbbcrussian,196,происшествия
167,bbcrussian,2024-06-24 05:09:23+00:00,"❗️Ракетная опасность в Одессе, сообщают о взрывах 

В Одессе и Одесском районе объявлена воздушная тревога в связи с угрозой ракетных ударов, следует из сообщения глава областной военной администрации Олега Кипера.

В городе слышен взрыв, сообщил в телеграме мэр Одессы Геннадий Труханов. 

Издание «Суспільне Одеса» сообщает о нескольких взрывах.",bbcrussian_66907,ракетная опасность одессе сообщают взрывах одессе одесском районе объявлена воздушная тревога связи угрозой ракетных ударов следует сообщения глава областной военной администрации олега кипера городе слышен взрыв сообщил телеграме мэр одессы геннадий труханов издание суспільне одеса сообщает нескольких взрывах,ракетная опасность одессе сообщают взрывах одессе одесском районе объявлена воздушная тревога связи угрозой ракетных ударов следует сообщения глава областной военной администрации олега кипера городе слышен взрыв сообщил телеграме мэр одессы геннадий труханов издание суспільне одеса сообщает нескольких взрывахbbcrussian,197,происшествия
168,bbcrussian,2024-06-24 04:35:46+00:00,"Минобороны России сообщило о четырех сбитых дронах

Российские системы ПВО минувшей ночью сбили четыре украинских беспилотника над Ростовской областью, сообщает российское Минобороны.

Ранее об отражении атаки дронов сообщал губернатор региона Василий Голубев.

«В Ростовской области силы ПВО отражают воздушную атаку. Один БПЛА сбит, еще два подавлено средствами ПВО. Обломки дронов упали на территории промпредприятия», — написал он в телеграме.

По данным губернатора, пострадавших нет.",bbcrussian_66906,минобороны россии сообщило четырех сбитых дронах российские системы пво минувшей ночью сбили четыре украинских беспилотника ростовской областью сообщает российское минобороны ранее отражении атаки дронов сообщал губернатор региона василий голубев ростовской области силы пво отражают воздушную атаку бпла сбит подавлено средствами пво обломки дронов упали территории промпредприятия написал телеграме данным губернатора пострадавших,минобороны россии сообщило четырех сбитых дронах российские системы пво минувшей ночью сбили четыре украинских беспилотника ростовской областью сообщает российское минобороны ранее отражении атаки дронов сообщал губернатор региона василий голубев ростовской области силы пво отражают воздушную атаку бпла сбит подавлено средствами пво обломки дронов упали территории промпредприятия написал телеграме данным губернатора пострадавшихbbcrussian,198,происшествия
169,bbcrussian,2024-06-24 03:18:32+00:00,"ISW: российские власти размещают военные объекты в Крыму рядом с гражданскими, чтобы сдержать украинские удары

Российские военные могут целенаправленно размещать военные объекты возле гражданских районов в аннексированном Крыму, чтобы сдержать украинские удары, пишет в очередной сводке американский Институт изучения войны (ISW).

«Россия, вероятно, нарушает свои же собственные правила применения международного гуманитарного права, которые гласят, что „военное командование должно избегать размещения военных объектов в густонаселенных районах или вблизи них“», — пишут эксперты.

Как отмечает ISW, после удара по Севастополю российские «военкоры» критиковали Минобороны и оккупационные власти в Крыму за неспособность предотвратить жертвы и защитить гражданское население.

В частности, власти критиковали за то, что они не применяли сирены воздушной тревоги, чтобы предупредить население, и за то, что они не смогли обнаружить и уничтожить все ракеты до их приближения к Севастополю.

Российские войска размещают военную технику в гражданских районах Крыма с момента начала полномасштабного вторжения в Украину, пишет ISW.

«Российские власти безответственно поощряют туризм в оккупированный Крым в военное время, а военные продолжают использовать оккупированный полуостров в качестве тылового плацдарма», — заключают эксперты.",bbcrussian_66905,isw российские власти размещают военные объекты крыму рядом гражданскими сдержать украинские удары российские военные могут целенаправленно размещать военные объекты возле гражданских районов аннексированном крыму сдержать украинские удары пишет очередной сводке американский институт изучения войны isw россия вероятно нарушает свои собственные правила применения международного гуманитарного права которые гласят военное командование должно избегать размещения военных объектов густонаселенных районах вблизи пишут эксперты отмечает isw удара севастополю российские военкоры критиковали минобороны оккупационные власти крыму неспособность предотвратить жертвы защитить гражданское население частности власти критиковали применяли сирены воздушной тревоги предупредить население смогли обнаружить уничтожить ракеты приближения севастополю российские войска размещают военную технику гражданских районах крыма момента начала полномасштабного вторжения украину пишет isw российские власти безответственно поощряют туризм оккупированный крым военное время военные продолжают использовать оккупированный полуостров качестве тылового плацдарма заключают эксперты,isw российские власти размещают военные объекты крыму рядом гражданскими сдержать украинские удары российские военные могут целенаправленно размещать военные объекты возле гражданских районов аннексированном крыму сдержать украинские удары пишет очередной сводке американский институт изучения войны isw россия вероятно нарушает свои собственные правила применения международного гуманитарного права которые гласят военное командование должно избегать размещения военных объектов густонаселенных районах вблизи пишут эксперты отмечает isw удара севастополю российские военкоры критиковали минобороны оккупационные власти крыму неспособность предотвратить жертвы защитить гражданское население частности власти критиковали применяли сирены воздушной тревоги предупредить население смогли обнаружить уничтожить ракеты приближения севастополю российские войска размещают военную технику гражданских районах крыма момента начала полномасштабного вторжения украину пишет isw российские власти безответственно поощряют туризм оккупированный крым военное время военные продолжают использовать оккупированный полуостров качестве тылового плацдарма заключают экспертыbbcrussian,199,развлечения
170,bbcrussian,2024-06-24 01:40:29+00:00,"В Запорожской области в результате обстрелов пострадала женщина

В результате российских обстрелов Запорожской области пострадала 87-летняя женщина, сообщил глава областной военной администрации Иван Федоров.

«Враг обстрелял село Верхняя Терса Пологовского района Запорожской области. Повредил дома мирных людей. Под вражеский огонь попала жительница села, которая в это время возилась во дворе собственного дома. Женщину с осколочным ранением ног доставили в больницу», — написал он в телеграме.

По данным Генштаба ВСУ, за воскресенье российские войска нанесли два ракетных и 47 авиаударов по Украине.

«Противник нанес два ракетных удара четырьмя ракетами, 47 авиаударов (применил 70 управляемых авиабомб) и 444 удара дронами-камикадзе, совершил 3227 обстрелов позиций наших войск», — говорилось в вечерней воскресной сводке.",bbcrussian_66904,запорожской области результате обстрелов пострадала женщина результате российских обстрелов запорожской области пострадала <NUM>летняя женщина сообщил глава областной военной администрации иван федоров враг обстрелял село верхняя терса пологовского района запорожской области повредил дома мирных людей вражеский огонь попала жительница села которая это время возилась дворе собственного дома женщину осколочным ранением ног доставили больницу написал телеграме данным генштаба всу воскресенье российские войска нанесли ракетных <NUM> авиаударов украине противник нанес ракетных удара четырьмя ракетами <NUM> авиаударов применил <NUM> управляемых авиабомб <NUM> удара дронамикамикадзе совершил <NUM> обстрелов позиций наших войск говорилось вечерней воскресной сводке,запорожской области результате обстрелов пострадала женщина результате российских обстрелов запорожской области пострадала <NUM>летняя женщина сообщил глава областной военной администрации иван федоров враг обстрелял село верхняя терса пологовского района запорожской области повредил дома мирных людей вражеский огонь попала жительница села которая это время возилась дворе собственного дома женщину осколочным ранением ног доставили больницу написал телеграме данным генштаба всу воскресенье российские войска нанесли ракетных <NUM> авиаударов украине противник нанес ракетных удара четырьмя ракетами <NUM> авиаударов применил <NUM> управляемых авиабомб <NUM> удара дронамикамикадзе совершил <NUM> обстрелов позиций наших войск говорилось вечерней воскресной сводкеbbcrussian,200,происшествия
171,bbcrussian,2024-06-23 23:58:21+00:00,"Из Харькова сообщают о взрывах

В Харькове в ночь на понедельник прогремели взрывы, сообщают украинские СМИ.

«В Харькове слышна серия взрывов, вероятно, за пределами города», — пишет издание «Суспільне Харків».

В Харьковской области в настоящее время объявлена воздушная тревога.

Воздушные силы ВСУ ранее сообщали о пусках авиабомб в сторону Харькова.",bbcrussian_66903,харькова сообщают взрывах харькове ночь понедельник прогремели взрывы сообщают украинские сми харькове слышна серия взрывов вероятно пределами города пишет издание суспільне харків харьковской области настоящее время объявлена воздушная тревога воздушные силы всу ранее сообщали пусках авиабомб сторону харькова,харькова сообщают взрывах харькове ночь понедельник прогремели взрывы сообщают украинские сми харькове слышна серия взрывов вероятно пределами города пишет издание суспільне харків харьковской области настоящее время объявлена воздушная тревога воздушные силы всу ранее сообщали пусках авиабомб сторону харьковаbbcrussian,201,происшествия
172,bbcrussian,2024-06-23 23:38:47+00:00,"❗️Число полицейских, погибших в результате нападений в Дагестане, возросло до 15, сообщил глава республики Сергей Меликов.",bbcrussian_66902,число полицейских погибших результате нападений дагестане возросло <NUM> сообщил глава республики сергей меликов,число полицейских погибших результате нападений дагестане возросло <NUM> сообщил глава республики сергей меликовbbcrussian,202,происшествия
173,bbcrussian,2024-06-23 23:20:22+00:00,"По уточненным данным, в ходе спецоперации в Дагестане были убиты пятеро нападавших.

Большинство погибших – сотрудники полиции. В больницы были доставлены 16 человек.

В республике продолжает действовать режим контртеррористической операции.

https://www.bbc.com/russian/articles/cl7771zvpj8o",bbcrussian_66901,уточненным данным ходе спецоперации дагестане убиты пятеро нападавших большинство погибших сотрудники полиции больницы доставлены <NUM> человек республике продолжает действовать режим контртеррористической операции <URL>,уточненным данным ходе спецоперации дагестане убиты пятеро нападавших большинство погибших сотрудники полиции больницы доставлены <NUM> человек республике продолжает действовать режим контртеррористической операции <URL>bbcrussian,203,происшествия
174,bbcrussian,2024-06-23 23:00:56+00:00,📷 Дербент. Сотрудники МЧС России около поврежденной в результате атаки синагоги.,bbcrussian_66900,дербент сотрудники мчс россии около поврежденной результате атаки синагоги,дербент сотрудники мчс россии около поврежденной результате атаки синагогиbbcrussian,204,происшествия
175,bbcrussian,2024-06-23 22:36:20+00:00,"Воскресные обстрелы Киевской области: двое пострадавших, десятки домов повреждены

В результате российских обстрелов Киевской области в ночь на воскресенье повреждения получило более 90 зданий, сообщили в областной военной администрации.

«В Обуховском районе области в результате падения обломков повреждены 72 частных дома. Кроме того, повреждены квартиры в 8 многоэтажках. За медпомощью обратилось 2 человека с незначительными ранениями. Госпитализация не понадобилась. Обломками также повреждены корпуса больницы», — сообщил глава администрации Руслан Кравченко.

Также были повреждены 13 зданий, в том числе коммунальное предприятие, автошкола, аптека, АЗС, продуктовый магазин, центр занятости, гостиница, медцентр, ряд предприятий и автомойка. Повреждения получили 28 автомобилей, добавил Кравченко.",bbcrussian_66899,воскресные обстрелы киевской области двое пострадавших десятки домов повреждены результате российских обстрелов киевской области ночь воскресенье повреждения получило <NUM> зданий сообщили областной военной администрации обуховском районе области результате падения обломков повреждены <NUM> частных дома кроме повреждены квартиры <NUM> многоэтажках медпомощью обратилось <NUM> человека незначительными ранениями госпитализация понадобилась обломками также повреждены корпуса больницы сообщил глава администрации руслан кравченко также повреждены <NUM> зданий числе коммунальное предприятие автошкола аптека азс продуктовый магазин центр занятости гостиница медцентр ряд предприятий автомойка повреждения получили <NUM> автомобилей добавил кравченко,воскресные обстрелы киевской области двое пострадавших десятки домов повреждены результате российских обстрелов киевской области ночь воскресенье повреждения получило <NUM> зданий сообщили областной военной администрации обуховском районе области результате падения обломков повреждены <NUM> частных дома кроме повреждены квартиры <NUM> многоэтажках медпомощью обратилось <NUM> человека незначительными ранениями госпитализация понадобилась обломками также повреждены корпуса больницы сообщил глава администрации руслан кравченко также повреждены <NUM> зданий числе коммунальное предприятие автошкола аптека азс продуктовый магазин центр занятости гостиница медцентр ряд предприятий автомойка повреждения получили <NUM> автомобилей добавил кравченкоbbcrussian,205,происшествия
176,bbcrussian,2024-06-23 19:55:53+00:00,"❗️Российские информагентства сообщают о задержании главы Сергокалинского района Дагестана, чьи сыновья предположительно участвовали в нападении

РИА Новости и ТАСС со ссылкой на свои источники в правоохранительных органах сообщают, что глава Сергокалинского района Дагестана Магомед Омаров задержан в связи с предположительным участием его сыновей в нападении на Махачкалу и Дербент.

Сколько именно человек участвовало в нападении, пока что не известно. Об их личностях тоже официально не сообщается.

Через несколько часов после начала событий телеграм-канал Baza сообщил, что в нападении могли принимать участие двое сыновей главы Сергокалинского района Дагестана Магомеда Омарова — Осман и Адиль Омаровы. По данным канала, они оба были убиты правоохранительными органами в результате отражения атаки. 

Официальные ведомства не комментировали ни информацию о причастности Умаровых к нападению, ни информацию об их убийстве.",bbcrussian_66898,российские информагентства сообщают задержании главы сергокалинского района дагестана чьи сыновья предположительно участвовали нападении риа новости тасс ссылкой свои источники правоохранительных органах сообщают глава сергокалинского района дагестана магомед омаров задержан связи предположительным участием сыновей нападении махачкалу дербент сколько именно человек участвовало нападении пока известно личностях официально сообщается несколько часов начала событий телеграмканал baza сообщил нападении могли принимать участие двое сыновей главы сергокалинского района дагестана магомеда омарова осман адиль омаровы данным канала оба убиты правоохранительными органами результате отражения атаки официальные ведомства комментировали информацию причастности умаровых нападению информацию убийстве,российские информагентства сообщают задержании главы сергокалинского района дагестана чьи сыновья предположительно участвовали нападении риа новости тасс ссылкой свои источники правоохранительных органах сообщают глава сергокалинского района дагестана магомед омаров задержан связи предположительным участием сыновей нападении махачкалу дербент сколько именно человек участвовало нападении пока известно личностях официально сообщается несколько часов начала событий телеграмканал baza сообщил нападении могли принимать участие двое сыновей главы сергокалинского района дагестана магомеда омарова осман адиль омаровы данным канала оба убиты правоохранительными органами результате отражения атаки официальные ведомства комментировали информацию причастности умаровых нападению информацию убийствеbbcrussian,206,происшествия
177,bbcrussian,2024-06-23 19:29:58+00:00,Вооруженные нападения в Дербенте и Махачкале. Видео,bbcrussian_66897,вооруженные нападения дербенте махачкале видео,вооруженные нападения дербенте махачкале видеоbbcrussian,207,происшествия
178,bbcrussian,2024-06-23 18:43:49+00:00,"Число погибших в Дагестане после нападения боевиков достигло девяти, семь из них — правоохранители. Об этом сообщил муфтият республики.

Пострадали по меньшей мере 25 человек. 

Подробнее о вооруженных нападениях в Дагестане читайте в нашей статье. (без VPN)",bbcrussian_66896,число погибших дагестане нападения боевиков достигло девяти семь правоохранители сообщил муфтият республики пострадали меньшей мере <NUM> человек подробнее вооруженных нападениях дагестане читайте нашей статье vpn,число погибших дагестане нападения боевиков достигло девяти семь правоохранители сообщил муфтият республики пострадали меньшей мере <NUM> человек подробнее вооруженных нападениях дагестане читайте нашей статье vpnbbcrussian,208,происшествия
179,bbcrussian,2024-06-23 18:19:34+00:00,"Центральная часть Дербента обесточена, в городе идут боестолкновения, сообщает корреспондент ТАСС.

По данным агенства «Интерфакс», в настоящее время боевики находятся в одном из зданий Дербента близ ресторана «Хаял». 

«Сотрудники спецслужб оцепили район и заблокировали боевиков», — сообщает агентство, ссылаясь на источник в правоохранительных органах республики.",bbcrussian_66895,центральная часть дербента обесточена городе идут боестолкновения сообщает корреспондент тасс данным агенства интерфакс настоящее время боевики находятся одном зданий дербента близ ресторана хаял сотрудники спецслужб оцепили район заблокировали боевиков сообщает агентство ссылаясь источник правоохранительных органах республики,центральная часть дербента обесточена городе идут боестолкновения сообщает корреспондент тасс данным агенства интерфакс настоящее время боевики находятся одном зданий дербента близ ресторана хаял сотрудники спецслужб оцепили район заблокировали боевиков сообщает агентство ссылаясь источник правоохранительных органах республикиbbcrussian,209,происшествия
180,bbcrussian,2024-06-23 18:08:31+00:00,"Вооруженные нападения в Дербенте и Махачкале. Что известно к этому часу

🔻Нападавшие, вооруженные автоматическим оружием, атаковали православную церковь и синагогу в Дербенте, а также пост ДПС и церковь в Махачкале около шести вечера в воскресенье.

🔻Среди погибших, по данным на 21 час мск, 66-летний священник и не менее шести сотрудников полиции. Еще 12 человек получили ранения.

🔻В обоих городах на улицах продолжается стрельба. В регионе объявлен режим контртеррористической операции. Возле Дербента и Махачкалы установлены блокпосты

🔻Двое нападавших на пост ДПС в Махачкале были убиты, сообщили в МВД Дагестана. Еще два человека, предположительно причастных к нападению, были задержаны на территории пляжа в Махачкале. В Дербенте, по данным СМИ, идет штурм здания, где находятся нападавшие.

🔻Депутат Госдумы Абдулхаким Гаджиев заявил, что нападения в Дагестане связаны «со спецслужбами Украины и стран НАТО». Государственные информагентства со ссылкой на правоохранительные органы сообщают, что нападавшие были «приверженцами международной террористической организации». Они использовали в том числе иностранное оружие.

Подробности читайте в нашей статье (без VPN)",bbcrussian_66894,вооруженные нападения дербенте махачкале известно этому часу нападавшие вооруженные автоматическим оружием атаковали православную церковь синагогу дербенте также пост дпс церковь махачкале около шести вечера воскресенье среди погибших данным <NUM> час мск <NUM>летний священник менее шести сотрудников полиции <NUM> человек получили ранения обоих городах улицах продолжается стрельба регионе объявлен режим контртеррористической операции возле дербента махачкалы установлены блокпосты двое нападавших пост дпс махачкале убиты сообщили мвд дагестана человека предположительно причастных нападению задержаны территории пляжа махачкале дербенте данным сми идет штурм здания находятся нападавшие депутат госдумы абдулхаким гаджиев заявил нападения дагестане связаны спецслужбами украины стран нато государственные информагентства ссылкой правоохранительные органы сообщают нападавшие приверженцами международной террористической организации использовали числе иностранное оружие подробности читайте нашей статье vpn,вооруженные нападения дербенте махачкале известно этому часу нападавшие вооруженные автоматическим оружием атаковали православную церковь синагогу дербенте также пост дпс церковь махачкале около шести вечера воскресенье среди погибших данным <NUM> час мск <NUM>летний священник менее шести сотрудников полиции <NUM> человек получили ранения обоих городах улицах продолжается стрельба регионе объявлен режим контртеррористической операции возле дербента махачкалы установлены блокпосты двое нападавших пост дпс махачкале убиты сообщили мвд дагестана человека предположительно причастных нападению задержаны территории пляжа махачкале дербенте данным сми идет штурм здания находятся нападавшие депутат госдумы абдулхаким гаджиев заявил нападения дагестане связаны спецслужбами украины стран нато государственные информагентства ссылкой правоохранительные органы сообщают нападавшие приверженцами международной террористической организации использовали числе иностранное оружие подробности читайте нашей статье vpnbbcrussian,210,происшествия
181,bbcrussian,2024-06-23 17:34:24+00:00,"По меньшей мере шесть сотрудников полиции погибли, еще 12 получили ранения в результате вооруженного нападения в Дербенте и Махачкале, сообщили в МВД Дагестана.

В регионе объявлен режим контртеррористической операции. 

СМИ сообщают, что на улицах Махачкалы и Дербента слышна стрельба. Въезды и выезды в Махачкалу перекрыты, полиция установила блокпосты в Дербенте.

В обоих городах принимаются меры к нейтрализации боевиков, обстрелявших церковь и синагогу, сообщили в НАК.",bbcrussian_66893,меньшей мере шесть сотрудников полиции погибли <NUM> получили ранения результате вооруженного нападения дербенте махачкале сообщили мвд дагестана регионе объявлен режим контртеррористической операции сми сообщают улицах махачкалы дербента слышна стрельба въезды выезды махачкалу перекрыты полиция установила блокпосты дербенте обоих городах принимаются меры нейтрализации боевиков обстрелявших церковь синагогу сообщили нак,меньшей мере шесть сотрудников полиции погибли <NUM> получили ранения результате вооруженного нападения дербенте махачкале сообщили мвд дагестана регионе объявлен режим контртеррористической операции сми сообщают улицах махачкалы дербента слышна стрельба въезды выезды махачкалу перекрыты полиция установила блокпосты дербенте обоих городах принимаются меры нейтрализации боевиков обстрелявших церковь синагогу сообщили накbbcrussian,211,происшествия
182,bbcrussian,2024-06-23 17:12:25+00:00,"В Дербенте и Махачкале произошли нападения, в том числе на православные храмы и синагоги. Погибли полицейские и священник.

Примерно в 18 часов в Дербенте неизвестные из автоматического оружия обстреляли синагогу и церковь. «По предварительной информации, один сотрудник полиции погиб, один ранен», — говорилось в сообщении пресс-службы МВД Дагестана.

Позже в ведомстве сообщили ТАСС, что в результате атаки был убит 66-летний священник. 

Параллельно с Дербентом боевики атаковали и столицу региона Махачкалу. «В Махачкале неизвестные на улице Ермошкина обстреляли пост ДПС», — сообщили в МВД Дагестана. В Махачкале и в Дербенте, объявлен план «Перехват»

СК возбудил уголовное дело о теракте. В Дагестане объявлен режим контртеррористической операции.

Два участника нападения в Дагестане убиты, сообщил НАК. В соцсетях также появились видеозаписи, на которых, как утверждается, видно задержание еще двух нападавших на пляже в Махачкале.",bbcrussian_66892,дербенте махачкале произошли нападения числе православные храмы синагоги погибли полицейские священник примерно <NUM> часов дербенте неизвестные автоматического оружия обстреляли синагогу церковь предварительной информации сотрудник полиции погиб ранен говорилось сообщении прессслужбы мвд дагестана позже ведомстве сообщили тасс результате атаки убит <NUM>летний священник параллельно дербентом боевики атаковали столицу региона махачкалу махачкале неизвестные улице ермошкина обстреляли пост дпс сообщили мвд дагестана махачкале дербенте объявлен план перехват ск возбудил уголовное дело теракте дагестане объявлен режим контртеррористической операции участника нападения дагестане убиты сообщил нак соцсетях также появились видеозаписи которых утверждается видно задержание двух нападавших пляже махачкале,дербенте махачкале произошли нападения числе православные храмы синагоги погибли полицейские священник примерно <NUM> часов дербенте неизвестные автоматического оружия обстреляли синагогу церковь предварительной информации сотрудник полиции погиб ранен говорилось сообщении прессслужбы мвд дагестана позже ведомстве сообщили тасс результате атаки убит <NUM>летний священник параллельно дербентом боевики атаковали столицу региона махачкалу махачкале неизвестные улице ермошкина обстреляли пост дпс сообщили мвд дагестана махачкале дербенте объявлен план перехват ск возбудил уголовное дело теракте дагестане объявлен режим контртеррористической операции участника нападения дагестане убиты сообщил нак соцсетях также появились видеозаписи которых утверждается видно задержание двух нападавших пляже махачкалеbbcrussian,212,происшествия
